positive_score,negative_score,objective_score,word_count,adj_count,verb_count,noun_count,adv_count
0.06,0.075,0.825,25,6,7,10,2
0.038,0.025,0.47,150,6,18,122,4
0.147,0.066,0.676,27,4,12,7,4
0.048,0.026,0.691,34,3,10,17,4
0.024,0.077,0.637,42,6,8,24,4
0.029,0.033,0.678,69,9,16,39,5
0.029,0.034,0.707,26,4,9,11,2
0.068,0.049,0.7,87,16,24,33,14
0.099,0.159,0.638,29,6,4,13,6
0.069,0.154,0.69,23,6,9,6,2
0.051,0.042,0.796,27,2,10,14,1
0.116,0.051,0.656,68,11,22,23,12
0.072,0.029,0.591,26,6,7,12,1
0.043,0.069,0.612,123,10,47,40,26
0.078,0.055,0.751,103,5,43,43,12
0.067,0.054,0.812,30,4,9,15,2
0.083,0.056,0.733,141,26,40,64,11
0.086,0.055,0.797,16,1,8,7,0
0.083,0.035,0.682,50,8,18,21,3
0.045,0.015,0.74,25,2,9,10,4
0.048,0.017,0.707,44,8,6,20,10
0.102,0.066,0.753,38,9,14,9,6
0.069,0.059,0.688,38,3,13,14,8
0.103,0.055,0.774,73,15,14,39,5
0.093,0.088,0.782,27,2,11,9,5
0.075,0.085,0.6,25,3,8,9,5
0.069,0.046,0.758,126,15,44,41,26
0.084,0.057,0.669,37,6,12,14,5
0.024,0.038,0.854,36,6,11,15,4
0.107,0.079,0.7,35,1,19,8,7
0.048,0.065,0.661,31,2,8,13,8
0.092,0.138,0.691,38,6,17,9,6
0.0,0.0,0.0,21,0,0,21,0
0.074,0.112,0.686,39,3,14,15,7
0.052,0.024,0.377,53,2,5,46,0
0.215,0.086,0.543,32,6,12,10,4
0.065,0.053,0.622,73,10,27,27,9
0.036,0.052,0.661,24,3,6,11,4
0.08,0.041,0.717,111,15,32,47,17
0.087,0.041,0.522,40,8,10,15,7
0.123,0.049,0.672,51,7,20,15,9
0.118,0.064,0.704,35,6,13,10,6
0.116,0.103,0.642,29,6,9,6,8
0.096,0.051,0.735,34,2,11,19,2
0.1,0.108,0.692,30,3,10,11,6
0.092,0.065,0.582,23,2,7,9,5
0.051,0.005,0.796,27,1,8,12,6
0.082,0.093,0.677,81,10,27,33,11
0.071,0.029,0.722,107,7,39,46,15
0.069,0.025,0.656,20,3,2,14,1
0.114,0.039,0.636,71,8,22,29,12
0.144,0.043,0.582,26,5,10,5,6
0.0,0.0,0.0,330,0,0,330,0
0.017,0.017,0.7,15,2,3,9,1
0.087,0.078,0.765,43,8,10,19,6
0.142,0.042,0.75,30,4,11,13,2
0.087,0.033,0.812,30,2,15,8,5
0.131,0.035,0.679,39,7,13,15,4
0.077,0.062,0.789,140,22,55,50,13
0.1,0.054,0.675,263,31,69,145,18
0.07,0.05,0.678,204,29,67,77,31
0.129,0.062,0.652,32,7,10,11,4
0.141,0.07,0.727,32,5,8,9,10
0.136,0.091,0.705,44,9,17,10,8
0.049,0.087,0.77,43,8,14,16,5
0.081,0.044,0.78,63,4,23,26,10
0.055,0.074,0.684,32,5,10,13,4
0.028,0.042,0.56,27,1,6,19,1
0.075,0.005,0.8,25,4,9,9,3
0.103,0.062,0.763,28,2,11,14,1
0.077,0.006,0.679,21,4,5,12,0
0.111,0.032,0.686,35,3,11,17,4
0.033,0.049,0.832,23,4,9,7,3
0.074,0.034,0.733,44,5,9,21,9
0.105,0.053,0.632,19,5,3,7,4
0.044,0.027,0.426,183,27,17,132,7
0.081,0.043,0.608,183,30,73,57,23
0.292,0.002,0.29,72,0,5,67,0
0.068,0.025,0.679,35,2,14,14,5
0.096,0.074,0.574,39,4,10,19,6
0.135,0.073,0.667,24,3,9,8,4
0.004,0.023,0.191,32,1,2,29,0
0.115,0.031,0.632,36,6,14,12,4
0.013,0.008,0.312,30,0,1,29,0
0.032,0.059,0.676,47,3,11,28,5
0.035,0.055,0.77,43,6,13,18,6
0.084,0.04,0.712,189,28,64,72,25
0.044,0.081,0.456,43,4,7,29,3
0.002,0.0,0.003,378,55,22,301,0
0.013,0.018,0.194,49,4,0,44,1
0.094,0.098,0.621,32,6,10,9,7
0.033,0.033,0.64,34,3,8,19,4
0.006,0.037,0.298,44,3,5,33,3
0.056,0.034,0.634,69,6,22,35,6
0.0,0.0,0.667,1169,0,1,1168,0
0.08,0.038,0.718,182,30,56,64,32
0.104,0.035,0.722,36,5,15,11,5
0.094,0.087,0.619,20,3,7,8,2
0.083,0.042,0.791,83,10,27,34,12
0.112,0.03,0.727,38,6,14,16,2
0.06,0.06,0.75,23,1,10,7,5
0.097,0.068,0.696,122,17,33,47,25
0.056,0.05,0.738,361,40,129,125,67
0.094,0.039,0.742,32,6,10,8,8
0.027,0.015,0.837,33,5,13,12,3
0.125,0.059,0.733,36,6,13,16,1
0.037,0.071,0.758,30,3,11,10,6
0.188,0.081,0.732,34,2,11,12,9
0.083,0.031,0.729,96,13,29,42,12
0.082,0.094,0.721,68,13,18,27,10
0.092,0.038,0.652,23,4,6,10,3
0.023,0.068,0.864,22,3,6,11,2
0.038,0.056,0.703,403,36,113,205,49
0.097,0.055,0.722,79,6,32,29,12
0.125,0.09,0.473,32,3,9,12,8
0.079,0.061,0.738,41,7,10,17,7
0.043,0.06,0.788,46,7,17,19,3
0.085,0.054,0.702,44,8,15,13,8
0.014,0.125,0.639,18,4,5,7,2
0.082,0.141,0.69,23,4,6,7,6
0.098,0.105,0.703,32,3,13,10,6
0.111,0.014,0.764,27,3,9,11,4
0.06,0.033,0.712,46,2,21,15,8
0.078,0.094,0.746,61,9,22,26,4
0.079,0.06,0.745,52,5,18,19,10
0.085,0.066,0.673,34,3,10,17,4
0.093,0.093,0.589,31,3,9,12,7
0.112,0.088,0.609,47,11,12,16,8
0.097,0.011,0.758,45,3,17,18,7
0.088,0.05,0.672,131,23,46,40,22
0.063,0.071,0.646,150,18,43,58,31
0.099,0.021,0.839,24,3,8,6,7
0.076,0.076,0.682,66,12,19,27,8
0.049,0.059,0.676,51,5,13,23,10
0.086,0.118,0.638,19,3,6,6,4
0.089,0.072,0.71,202,34,56,85,27
0.076,0.058,0.747,478,88,116,211,63
0.1,0.056,0.556,45,9,11,18,7
0.076,0.067,0.769,193,28,61,82,22
0.068,0.035,0.679,46,4,14,24,4
0.046,0.043,0.766,76,7,31,28,10
0.0,0.0,0.0,32,1,0,31,0
0.114,0.042,0.693,33,2,12,18,1
0.016,0.007,0.082,38,2,1,35,0
0.109,0.066,0.697,47,8,13,20,6
0.0,0.0,0.0,37,1,0,36,0
0.083,0.036,0.643,21,5,5,9,2
0.068,0.088,0.721,57,9,19,25,4
0.1,0.047,0.682,181,24,61,65,31
0.115,0.013,0.692,39,5,14,13,7
0.091,0.061,0.697,828,129,256,331,112
0.073,0.054,0.722,372,49,125,153,45
0.1,0.038,0.612,56,12,14,24,6
0.068,0.039,0.664,35,4,9,12,10
0.107,0.071,0.583,42,7,17,8,10
0.11,0.054,0.542,51,5,19,20,7
0.021,0.042,0.604,30,0,10,12,8
0.022,0.036,0.121,28,3,2,23,0
0.045,0.129,0.795,33,3,11,13,6
0.049,0.016,0.935,23,2,9,9,3
0.106,0.062,0.524,26,2,3,15,6
0.053,0.145,0.697,19,4,6,6,3
0.019,0.079,0.425,469,15,30,423,1
0.089,0.05,0.668,52,6,22,20,4
0.125,0.092,0.739,23,5,3,10,5
0.079,0.059,0.862,19,4,5,9,1
0.034,0.122,0.744,40,2,11,24,3
0.097,0.037,0.677,58,7,23,20,8
0.072,0.056,0.625,69,11,22,29,7
0.1,0.095,0.765,50,8,17,19,6
0.01,0.041,0.276,52,7,5,40,0
0.103,0.129,0.625,28,4,15,6,3
0.079,0.025,0.762,30,2,10,16,2
0.025,0.037,0.838,20,3,6,7,4
0.031,0.047,0.672,24,5,9,6,4
0.048,0.048,0.851,57,7,18,23,9
0.115,0.08,0.703,137,23,49,48,17
0.085,0.036,0.701,28,5,10,11,2
0.054,0.054,0.692,30,2,9,12,7
0.06,0.071,0.798,42,8,9,24,1
0.099,0.056,0.766,38,6,12,11,9
0.069,0.076,0.688,18,2,3,9,4
0.07,0.06,0.55,25,4,7,12,2
0.139,0.093,0.546,27,9,5,10,3
0.079,0.039,0.776,19,3,8,5,3
0.094,0.062,0.677,36,4,12,17,3
0.151,0.04,0.632,34,6,9,15,4
0.119,0.024,0.524,21,5,5,10,1
0.071,0.016,0.87,23,1,8,12,2
0.067,0.08,0.699,39,4,11,16,8
0.02,0.075,0.745,25,3,5,13,4
0.054,0.023,0.656,60,9,18,24,9
0.027,0.029,0.855,334,52,74,184,24
0.077,0.048,0.784,55,8,14,28,5
0.018,0.084,0.421,463,15,29,418,1
0.094,0.064,0.725,206,25,73,75,33
0.11,0.059,0.615,51,9,17,22,3
0.057,0.13,0.729,24,2,7,8,7
0.033,0.017,0.683,15,1,5,7,2
0.083,0.098,0.727,33,4,12,10,7
0.093,0.051,0.708,27,9,6,8,4
0.016,0.125,0.472,31,4,5,21,1
0.125,0.06,0.728,23,4,7,8,4
0.095,0.069,0.698,29,3,11,13,2
0.019,0.005,0.322,52,3,10,36,3
0.062,0.035,0.653,36,2,5,26,3
0.057,0.064,0.743,37,5,9,19,4
0.114,0.071,0.685,23,5,6,7,5
0.025,0.081,0.644,20,1,7,7,5
0.054,0.058,0.738,120,21,37,53,9
0.07,0.044,0.665,398,36,95,236,31
0.063,0.036,0.761,79,6,27,30,16
0.077,0.118,0.688,34,6,9,9,10
0.074,0.049,0.778,141,22,41,63,15
0.13,0.062,0.724,24,4,10,7,3
0.055,0.012,0.621,32,2,9,13,8
0.07,0.063,0.777,89,11,30,28,20
0.022,0.061,0.609,39,6,11,19,3
0.054,0.082,0.773,44,1,17,17,9
0.06,0.089,0.708,21,3,9,5,4
0.062,0.006,0.438,158,1,1,156,0
0.082,0.09,0.679,107,14,36,43,14
0.066,0.064,0.723,61,6,25,23,7
0.031,0.094,0.625,20,1,6,8,5
0.071,0.016,0.739,23,6,10,7,0
0.01,0.104,0.719,24,2,11,6,5
0.047,0.065,0.681,29,5,9,11,4
0.061,0.034,0.723,33,5,8,13,7
0.098,0.098,0.777,37,6,15,11,5
0.04,0.089,0.871,28,3,9,11,5
0.137,0.055,0.769,52,8,16,19,9
0.151,0.059,0.684,19,3,6,7,3
0.0,0.004,0.282,35,2,5,25,3
0.096,0.073,0.692,43,9,11,15,8
0.204,0.061,0.564,35,12,10,10,3
0.1,0.064,0.693,35,5,11,11,8
0.113,0.054,0.69,21,3,5,8,5
0.119,0.138,0.644,20,3,7,6,4
0.08,0.028,0.767,120,6,42,54,18
0.09,0.061,0.721,47,4,14,19,10
0.013,0.004,0.81,29,1,4,21,3
0.054,0.067,0.764,234,26,66,104,38
0.154,0.051,0.559,34,10,9,10,5
0.059,0.027,0.638,47,4,20,12,11
0.082,0.074,0.75,32,3,12,12,5
0.055,0.12,0.685,50,7,15,18,10
0.08,0.06,0.679,44,7,10,18,9
0.074,0.06,0.709,676,77,220,295,84
0.045,0.06,0.695,25,2,6,14,3
0.0,0.0,0.133,30,2,2,24,2
0.1,0.04,0.695,91,15,30,33,13
0.129,0.059,0.688,32,5,11,11,5
0.067,0.045,0.705,245,33,62,117,33
0.0,0.0,0.603,189,0,0,189,0
0.145,0.062,0.702,44,4,14,16,10
0.065,0.038,0.69,63,9,20,21,13
0.062,0.045,0.653,904,127,293,383,101
0.026,0.039,0.776,19,0,6,12,1
0.079,0.046,0.753,41,5,18,17,1
0.027,0.047,0.801,32,6,5,18,3
0.013,0.069,0.719,20,3,5,10,2
0.052,0.047,0.669,43,9,14,17,3
0.057,0.054,0.693,46,5,13,18,10
0.066,0.042,0.688,244,30,89,97,28
0.067,0.045,0.638,28,1,13,9,5
0.108,0.051,0.682,44,8,13,16,7
0.071,0.046,0.667,901,118,277,380,126
0.027,0.168,0.63,23,4,9,8,2
0.038,0.045,0.667,72,5,24,31,12
0.011,0.0,0.38,46,4,8,31,3
0.076,0.011,0.565,23,1,8,12,2
0.027,0.021,0.619,42,9,10,23,0
0.107,0.045,0.777,28,4,12,7,5
0.099,0.064,0.755,49,6,14,22,7
0.082,0.025,0.521,35,6,10,16,3
0.042,0.062,0.563,99,11,24,52,12
0.031,0.033,0.748,69,11,19,31,8
0.065,0.069,0.595,96,10,14,62,10
0.042,0.079,0.622,416,32,158,173,53
0.097,0.085,0.795,44,6,16,16,6
0.093,0.052,0.694,31,5,5,14,7
0.115,0.054,0.723,37,7,11,15,4
0.062,0.159,0.597,22,1,8,12,1
0.048,0.09,0.764,81,13,27,28,13
0.094,0.026,0.676,44,5,16,15,8
0.061,0.056,0.713,47,6,19,11,11
0.092,0.021,0.746,107,20,32,43,12
0.057,0.036,0.696,371,53,127,157,34
0.03,0.03,0.62,25,1,10,10,4
0.064,0.08,0.705,33,6,7,18,2
0.054,0.03,0.692,67,12,23,30,2
0.111,0.085,0.627,62,10,21,18,13
0.052,0.037,0.585,451,37,104,273,37
0.068,0.004,0.429,70,0,2,68,0
0.048,0.0,0.798,26,2,7,13,4
0.078,0.044,0.737,106,15,33,41,17
0.054,0.13,0.815,23,4,6,12,1
0.069,0.065,0.687,67,8,27,24,8
0.138,0.054,0.594,28,4,8,8,8
0.062,0.05,0.787,30,5,11,8,6
0.108,0.081,0.66,60,8,18,27,7
0.0,0.0,0.0,67,1,3,63,0
0.06,0.045,0.634,42,4,14,20,4
0.107,0.033,0.719,57,6,19,26,6
0.042,0.089,0.774,21,3,9,6,3
0.163,0.028,0.61,50,10,13,18,9
0.058,0.051,0.686,39,9,11,13,6
0.025,0.043,0.451,79,7,4,68,0
0.04,0.017,0.716,22,5,4,12,1
0.081,0.055,0.618,293,51,75,117,50
0.075,0.055,0.654,278,39,83,120,36
0.029,0.071,0.8,30,5,9,14,2
0.053,0.086,0.724,139,16,51,55,17
0.1,0.037,0.812,20,0,7,8,5
0.019,0.082,0.745,26,6,5,10,5
0.109,0.078,0.75,16,3,8,5,0
0.078,0.078,0.739,115,17,33,47,18
0.054,0.131,0.815,21,4,6,6,5
0.082,0.06,0.651,29,5,9,11,4
0.147,0.098,0.719,28,3,9,12,4
0.048,0.052,0.443,262,30,46,167,19
0.034,0.08,0.75,22,3,5,11,3
0.0,0.0,0.044,91,6,2,83,0
0.054,0.049,0.733,384,54,120,148,62
0.083,0.074,0.694,27,3,9,10,5
0.044,0.066,0.772,17,2,4,8,3
0.111,0.062,0.632,36,8,11,13,4
0.091,0.061,0.722,103,11,35,45,12
0.028,0.045,0.79,22,5,6,10,1
0.054,0.042,0.571,42,5,10,18,9
0.054,0.024,0.685,21,4,6,8,3
0.047,0.03,0.809,79,7,22,39,11
0.081,0.066,0.706,34,3,15,9,7
0.049,0.049,0.795,28,4,9,10,5
0.054,0.061,0.657,35,5,12,13,5
0.0,0.004,0.282,35,1,4,27,3
0.097,0.051,0.689,49,8,13,17,11
0.034,0.013,0.903,40,3,11,26,0
0.096,0.013,0.725,30,1,9,14,6
0.049,0.073,0.754,280,45,92,105,38
0.092,0.04,0.757,72,10,22,29,11
0.138,0.069,0.694,20,4,8,6,2
0.084,0.071,0.701,97,15,24,44,14
0.089,0.081,0.734,63,8,26,21,8
0.093,0.074,0.685,27,3,7,12,5
0.115,0.034,0.736,26,4,10,6,6
0.02,0.02,0.75,19,3,6,8,2
0.077,0.093,0.684,55,5,25,20,5
0.075,0.011,0.827,754,102,287,300,65
0.083,0.046,0.661,62,5,26,20,11
0.106,0.067,0.708,135,30,32,52,21
0.036,0.045,0.636,110,16,31,54,9
0.0,0.004,0.282,35,1,4,27,3
0.042,0.023,0.485,60,2,3,55,0
0.167,0.071,0.667,21,4,8,8,1
0.043,0.0,0.681,29,7,6,12,4
0.075,0.025,0.6,20,4,6,8,2
0.059,0.035,0.767,36,6,10,13,7
0.098,0.049,0.679,23,4,10,7,2
0.091,0.024,0.731,26,4,9,11,2
0.065,0.052,0.819,31,2,10,16,3
0.046,0.05,0.698,63,5,19,31,8
0.12,0.069,0.741,189,32,54,76,27
0.091,0.078,0.589,190,24,56,82,28
0.105,0.076,0.717,314,43,104,111,56
0.096,0.072,0.678,26,5,8,7,6
0.031,0.036,0.778,45,6,16,15,8
0.064,0.05,0.592,68,7,27,30,4
0.063,0.051,0.796,89,16,28,40,5
0.042,0.068,0.766,24,1,9,10,4
0.027,0.098,0.768,28,3,9,10,6
0.094,0.054,0.638,28,6,8,11,3
0.033,0.021,0.779,30,5,12,9,4
0.098,0.024,0.743,37,7,12,13,5
0.125,0.05,0.625,20,4,7,7,2
0.0,0.0,0.005,200,41,9,145,5
0.047,0.062,0.547,32,4,13,12,3
0.066,0.022,0.853,17,1,8,6,2
0.027,0.061,0.61,33,5,10,12,6
0.136,0.033,0.704,71,11,27,18,15
0.044,0.025,0.758,132,15,42,54,21
0.086,0.043,0.762,64,9,22,23,10
0.062,0.011,0.653,22,1,7,13,1
0.049,0.031,0.709,180,17,44,105,14
0.082,0.092,0.653,98,13,32,44,9
0.083,0.061,0.765,33,6,10,13,4
0.061,0.061,0.633,49,6,17,19,7
0.087,0.044,0.647,63,7,16,33,7
0.053,0.069,0.742,154,12,49,66,27
0.157,0.065,0.63,27,7,9,7,4
0.109,0.06,0.701,23,4,5,12,2
0.171,0.046,0.708,27,6,6,11,4
0.185,0.04,0.655,25,2,8,9,6
0.062,0.084,0.653,40,8,13,13,6
0.117,0.017,0.6,30,6,7,12,5
0.152,0.027,0.69,23,4,9,5,5
0.091,0.077,0.684,188,35,48,85,20
0.083,0.061,0.522,39,11,11,11,6
0.07,0.037,0.679,140,17,34,75,14
0.088,0.068,0.709,133,14,39,50,30
0.117,0.063,0.635,65,7,22,23,13
0.106,0.087,0.686,33,6,6,19,2
0.072,0.044,0.617,45,3,13,21,8
0.131,0.081,0.688,20,5,7,7,1
0.038,0.053,0.692,69,10,28,20,11
0.109,0.06,0.669,31,6,5,16,4
0.105,0.079,0.658,38,1,14,16,7
0.038,0.147,0.685,23,4,4,12,3
0.072,0.08,0.697,33,4,11,13,5
0.102,0.068,0.768,48,11,13,20,4
0.0,0.0,0.167,42,0,2,39,1
0.057,0.062,0.835,22,2,7,13,0
0.0,0.281,0.469,24,8,8,8,0
0.092,0.059,0.688,162,19,45,78,20
0.041,0.031,0.688,154,15,50,65,24
0.097,0.088,0.683,99,17,33,34,15
0.027,0.013,0.265,170,9,21,134,6
0.07,0.03,0.65,80,9,29,32,10
0.08,0.062,0.787,114,9,43,41,21
0.088,0.069,0.769,27,6,8,5,8
0.118,0.066,0.816,17,2,6,5,4
0.144,0.044,0.762,20,4,4,8,4
0.061,0.09,0.717,53,5,21,20,7
0.112,0.083,0.669,66,12,23,24,7
0.056,0.074,0.721,263,39,77,100,47
0.147,0.045,0.627,50,4,20,16,10
0.084,0.028,0.825,80,9,29,33,9
0.067,0.038,0.51,26,4,8,10,4
0.113,0.033,0.621,30,4,10,11,5
0.079,0.086,0.678,76,13,24,26,13
0.076,0.031,0.679,56,6,19,21,10
0.086,0.004,0.654,35,9,2,21,3
0.04,0.08,0.79,22,5,4,10,3
0.063,0.039,0.705,73,8,21,38,6
0.089,0.044,0.741,111,19,32,42,18
0.093,0.056,0.699,191,24,57,86,24
0.081,0.035,0.691,93,12,33,31,17
0.087,0.034,0.719,100,13,40,34,13
0.084,0.06,0.669,369,44,118,156,51
0.024,0.042,0.645,118,12,40,56,10
0.035,0.039,0.838,237,33,68,121,15
0.102,0.045,0.58,22,1,8,11,2
0.083,0.05,0.699,131,23,36,54,18
0.066,0.031,0.716,80,8,26,41,5
0.042,0.049,0.688,18,2,4,10,2
0.044,0.025,0.664,45,4,9,27,5
0.03,0.057,0.588,37,10,13,13,1
0.101,0.018,0.738,21,4,6,7,4
0.022,0.0,0.717,23,2,8,11,2
0.009,0.004,0.125,29,1,3,24,1
0.054,0.104,0.7,35,7,12,8,8
0.086,0.062,0.7,285,53,67,123,42
0.057,0.065,0.696,44,9,14,17,4
0.057,0.052,0.766,24,2,6,12,4
0.041,0.078,0.681,40,5,11,22,2
0.031,0.062,0.656,16,3,4,4,5
0.107,0.068,0.742,96,19,32,34,11
0.086,0.053,0.704,57,6,24,21,6
0.096,0.072,0.716,26,5,10,6,5
0.133,0.067,0.756,45,7,9,18,11
0.106,0.061,0.763,99,19,31,41,8
0.095,0.012,0.702,21,4,4,12,1
0.065,0.063,0.717,65,8,22,29,6
0.121,0.034,0.621,67,10,18,24,15
0.02,0.07,0.59,25,3,6,14,2
0.022,0.018,0.746,28,4,9,12,3
0.048,0.056,0.807,236,27,68,119,22
0.062,0.025,0.613,30,8,5,15,2
0.071,0.027,0.688,14,2,5,6,1
0.051,0.062,0.646,54,2,26,18,8
0.056,0.045,0.802,278,31,102,115,30
0.019,0.09,0.788,39,2,16,16,5
0.062,0.13,0.682,24,2,9,10,3
0.083,0.099,0.651,48,6,18,15,9
0.059,0.026,0.776,101,11,27,38,25
0.108,0.044,0.605,37,6,11,15,5
0.071,0.046,0.684,191,16,64,93,18
0.121,0.095,0.663,33,11,9,11,2
0.057,0.044,0.751,317,46,98,119,54
0.074,0.033,0.75,49,2,18,17,12
0.091,0.142,0.664,29,8,8,7,6
0.047,0.209,0.544,40,8,1,31,0
0.001,0.0,0.159,87,2,6,78,1
0.062,0.02,0.781,44,5,12,21,6
0.055,0.044,0.636,34,2,9,17,6
0.031,0.019,0.659,117,8,35,57,17
0.176,0.034,0.699,22,2,9,7,4
0.033,0.027,0.679,46,6,12,26,2
0.08,0.108,0.715,83,15,32,25,11
0.119,0.025,0.606,20,2,10,8,0
0.064,0.078,0.722,88,9,23,45,11
0.071,0.078,0.729,90,12,28,35,15
0.076,0.03,0.723,41,10,11,13,7
0.147,0.026,0.759,29,6,9,8,6
0.09,0.055,0.738,43,11,10,18,4
0.036,0.024,0.702,21,0,9,6,6
0.03,0.035,0.855,25,3,9,10,3
0.08,0.056,0.715,47,6,15,21,5
0.045,0.119,0.79,22,2,7,10,3
0.09,0.048,0.759,147,20,58,40,29
0.125,0.034,0.634,29,3,10,11,5
0.082,0.072,0.654,26,5,6,9,6
0.094,0.031,0.75,32,3,12,12,5
0.049,0.03,0.677,41,6,13,12,10
0.021,0.014,0.688,18,2,10,6,0
0.117,0.039,0.719,32,4,11,12,5
0.075,0.062,0.696,30,6,7,13,4
0.0,0.0,0.281,32,1,0,31,0
0.045,0.006,0.812,22,1,6,13,2
0.129,0.071,0.667,30,2,13,12,3
0.056,0.087,0.608,36,5,13,12,6
0.114,0.003,0.683,45,9,12,16,8
0.052,0.056,0.647,336,37,89,160,50
0.101,0.09,0.715,74,12,26,28,8
0.043,0.071,0.842,23,3,13,4,3
0.076,0.093,0.651,67,8,27,22,10
0.074,0.085,0.812,34,6,12,14,2
0.026,0.042,0.813,151,23,35,89,4
0.131,0.063,0.679,63,11,17,27,8
0.109,0.067,0.708,69,15,24,19,11
0.09,0.067,0.561,39,8,9,16,6
0.0,0.0,1.0,102,0,51,51,0
0.05,0.09,0.772,68,6,25,28,9
0.065,0.04,0.746,60,7,26,17,10
0.121,0.071,0.601,58,13,20,17,8
0.091,0.056,0.681,923,137,259,396,131
0.059,0.053,0.812,40,3,16,16,5
0.12,0.12,0.685,27,7,4,8,8
0.082,0.055,0.671,214,20,72,70,52
0.104,0.042,0.729,48,5,21,17,5
0.075,0.044,0.706,40,8,12,17,3
0.065,0.044,0.699,94,17,25,39,13
0.056,0.097,0.736,27,7,7,10,3
0.064,0.097,0.661,45,5,13,20,7
0.047,0.046,0.417,222,25,36,145,16
0.056,0.09,0.799,18,2,9,6,1
0.11,0.062,0.695,240,44,82,82,32
0.107,0.036,0.714,28,2,8,14,4
0.08,0.188,0.597,22,5,6,9,2
0.004,0.02,0.164,32,2,2,28,0
0.087,0.048,0.681,304,54,70,161,19
0.065,0.068,0.821,44,6,16,17,5
0.069,0.024,0.656,36,5,8,19,4
0.069,0.035,0.729,36,4,12,17,3
0.056,0.024,0.629,31,6,9,15,1
0.144,0.082,0.659,26,4,8,11,3
0.065,0.063,0.752,75,8,26,31,10
0.077,0.073,0.606,98,17,32,40,9
0.04,0.051,0.782,118,17,30,59,12
0.065,0.045,0.709,94,11,31,47,5
0.07,0.065,0.705,25,3,10,10,2
0.083,0.056,0.861,18,0,9,7,2
0.065,0.069,0.738,124,18,40,55,11
0.078,0.103,0.612,29,6,8,12,3
0.057,0.072,0.735,132,14,32,61,25
0.082,0.082,0.663,23,5,7,9,2
0.048,0.037,0.665,44,7,13,15,9
0.145,0.06,0.715,25,7,6,8,4
0.067,0.049,0.787,82,6,28,35,13
0.099,0.046,0.63,49,7,18,14,10
0.073,0.109,0.657,31,7,9,9,6
0.003,0.003,0.326,36,3,4,26,3
0.138,0.087,0.675,20,3,8,8,1
0.071,0.061,0.692,607,115,146,280,66
0.083,0.044,0.689,466,52,171,162,81
0.112,0.099,0.521,67,10,22,25,10
0.035,0.026,0.482,129,2,10,116,1
0.061,0.013,0.721,39,7,11,21,0
0.153,0.097,0.705,22,2,9,5,6
0.077,0.057,0.667,441,60,144,181,56
0.096,0.088,0.522,34,6,8,15,5
0.042,0.038,0.658,65,5,26,26,8
0.059,0.056,0.759,40,9,10,14,7
0.07,0.07,0.7,25,3,10,7,5
0.06,0.016,0.837,23,2,10,7,4
0.051,0.083,0.686,39,5,10,20,4
0.047,0.032,0.667,51,7,5,34,5
0.072,0.08,0.776,193,30,53,83,27
0.088,0.101,0.598,47,4,19,15,9
0.08,0.07,0.604,77,7,29,28,13
0.073,0.109,0.734,24,1,10,6,7
0.108,0.053,0.726,89,9,41,29,10
0.065,0.075,0.791,73,3,31,34,5
0.05,0.069,0.724,83,9,26,32,16
0.031,0.023,0.477,49,5,14,26,4
0.132,0.103,0.658,56,8,18,15,15
0.066,0.098,0.639,61,4,24,21,12
0.086,0.044,0.772,51,7,18,19,7
0.077,0.066,0.664,114,16,38,39,21
0.074,0.033,0.774,42,5,16,16,5
0.063,0.043,0.722,320,44,98,139,39
0.078,0.078,0.719,24,3,7,6,8
0.121,0.068,0.696,35,9,9,12,5
0.007,0.015,0.743,17,1,6,8,2
0.039,0.056,0.664,29,2,12,11,4
0.042,0.027,0.598,42,6,13,17,6
0.07,0.055,0.675,25,2,8,13,2
0.052,0.052,0.862,89,6,34,30,19
0.058,0.048,0.817,26,3,7,13,3
0.051,0.015,0.875,17,1,10,6,0
0.127,0.031,0.752,56,12,14,24,6
0.084,0.062,0.675,95,13,30,37,15
0.049,0.125,0.609,23,4,5,8,6
0.059,0.042,0.697,257,28,99,89,41
0.15,0.169,0.531,20,3,6,9,2
0.093,0.085,0.726,31,5,8,13,5
0.105,0.067,0.656,76,15,21,30,10
0.11,0.035,0.775,25,4,5,12,4
0.034,0.068,0.807,33,6,9,13,5
0.028,0.056,0.639,18,0,8,7,3
0.159,0.039,0.698,48,7,15,19,7
0.086,0.043,0.664,29,3,10,13,3
0.057,0.034,0.727,22,0,10,8,4
0.024,0.065,0.72,21,4,5,11,1
0.088,0.049,0.665,247,41,55,139,12
0.144,0.094,0.662,20,6,5,7,2
0.034,0.099,0.659,29,4,11,6,8
0.064,0.064,0.652,41,8,13,14,6
0.075,0.075,0.639,52,3,16,22,11
0.083,0.086,0.631,45,8,16,11,10
0.08,0.051,0.597,22,4,8,8,2
0.12,0.075,0.685,25,4,8,9,4
0.041,0.065,0.742,46,6,14,17,9
0.052,0.047,0.734,24,3,11,9,1
0.076,0.047,0.734,56,5,17,26,8
0.101,0.035,0.712,46,3,15,18,10
0.036,0.03,0.649,21,0,9,9,3
0.008,0.047,0.758,16,1,7,7,1
0.119,0.085,0.568,22,5,5,9,3
0.008,0.0,0.125,30,0,2,28,0
0.096,0.081,0.618,73,10,29,28,6
0.101,0.024,0.683,26,2,8,8,8
0.176,0.074,0.691,17,2,6,5,4
0.024,0.0,0.786,21,1,9,9,2
