positive_score,negative_score,objective_score,word_count,adj_count,verb_count,noun_count,adv_count
0.062,0.087,0.775,40,6,12,18,4
0.018,0.007,0.546,35,1,4,28,2
0.085,0.076,0.762,117,22,29,43,23
0.03,0.044,0.701,709,60,186,411,52
0.07,0.03,0.8,50,6,18,21,5
0.032,0.061,0.63,47,3,21,12,11
0.084,0.062,0.803,40,5,13,14,8
0.085,0.11,0.645,25,5,11,6,3
0.075,0.042,0.759,736,88,253,317,78
0.004,0.0,0.311,35,1,6,25,3
0.081,0.059,0.801,17,2,8,5,2
0.036,0.049,0.552,201,22,42,127,10
0.116,0.105,0.557,81,5,48,27,1
0.06,0.045,0.872,44,4,10,23,7
0.112,0.05,0.685,65,14,18,26,7
0.086,0.046,0.763,19,2,6,8,3
0.113,0.101,0.595,21,3,7,10,1
0.086,0.031,0.633,16,3,7,5,1
0.02,0.08,0.426,475,16,31,427,1
0.073,0.019,0.835,81,10,25,30,16
0.123,0.087,0.71,62,13,16,30,3
0.047,0.042,0.628,268,32,79,124,33
0.063,0.062,0.722,521,61,155,237,68
0.092,0.008,0.833,15,2,3,9,1
0.055,0.074,0.755,129,17,40,56,16
0.055,0.061,0.713,82,10,25,34,13
0.097,0.075,0.758,456,81,123,179,73
0.086,0.048,0.778,80,7,24,43,6
0.0,0.0,0.0,46,6,0,40,0
0.088,0.058,0.706,54,7,18,23,6
0.07,0.038,0.603,52,7,13,23,9
0.104,0.031,0.758,159,22,53,60,24
0.085,0.035,0.779,60,10,21,27,2
0.092,0.086,0.664,19,2,7,7,3
0.13,0.068,0.719,24,5,6,7,6
0.068,0.056,0.589,94,11,29,41,13
0.146,0.068,0.703,24,6,6,7,5
0.067,0.068,0.749,95,5,36,45,9
0.098,0.051,0.747,115,18,38,47,12
0.06,0.055,0.742,91,18,26,32,15
0.071,0.056,0.738,754,95,245,277,137
0.053,0.081,0.8,45,6,15,20,4
0.11,0.027,0.742,33,4,8,15,6
0.085,0.051,0.773,22,4,6,4,8
0.034,0.049,0.728,69,5,21,34,9
0.104,0.057,0.705,188,25,68,80,15
0.094,0.054,0.603,28,6,10,9,3
0.075,0.107,0.697,116,21,35,45,15
0.071,0.053,0.74,88,8,33,34,13
0.062,0.067,0.73,312,31,98,146,37
0.037,0.028,0.612,282,24,75,156,27
0.058,0.037,0.622,92,11,34,39,8
0.074,0.062,0.582,32,7,9,11,5
0.057,0.107,0.707,148,20,43,62,23
0.042,0.023,0.481,33,2,8,21,2
0.046,0.053,0.743,19,2,9,7,1
0.051,0.059,0.596,17,1,5,10,1
0.06,0.02,0.8,25,4,7,10,4
0.03,0.137,0.714,42,7,9,25,1
0.0,0.0,0.012,85,8,8,69,0
0.0,0.0,0.135,37,0,1,35,1
0.112,0.064,0.702,49,8,16,16,9
0.032,0.004,0.25,35,2,5,27,1
0.097,0.088,0.667,27,1,13,9,4
0.079,0.079,0.662,61,7,14,33,7
0.057,0.084,0.777,37,5,10,16,6
0.118,0.024,0.774,36,4,8,18,6
0.034,0.082,0.677,29,3,8,14,4
0.0,0.0,0.0,38,1,0,37,0
0.042,0.088,0.759,27,4,10,12,1
0.085,0.108,0.761,22,5,7,7,3
0.094,0.098,0.737,28,3,16,6,3
0.004,0.01,0.485,86,11,6,69,0
0.1,0.05,0.727,65,10,24,22,9
0.073,0.044,0.739,544,64,213,210,57
0.092,0.081,0.634,88,6,32,28,22
0.074,0.052,0.759,201,31,68,86,16
0.058,0.054,0.638,28,5,8,13,2
0.056,0.138,0.606,20,3,7,8,2
0.053,0.081,0.711,45,6,8,26,5
0.062,0.06,0.659,73,8,18,34,13
0.056,0.044,0.609,31,2,13,12,4
0.074,0.044,0.739,301,50,88,125,38
0.081,0.04,0.676,54,7,16,25,6
0.023,0.055,0.672,32,5,8,15,4
0.062,0.08,0.767,22,2,10,3,7
0.111,0.097,0.611,44,7,16,15,6
0.057,0.068,0.605,37,6,7,19,5
0.043,0.024,0.575,148,18,16,109,5
0.073,0.042,0.684,343,42,118,130,53
0.128,0.039,0.762,42,5,16,10,11
0.087,0.052,0.666,159,29,49,67,14
0.08,0.042,0.758,33,2,15,13,3
0.027,0.088,0.571,51,3,11,33,4
0.055,0.03,0.715,25,5,5,11,4
0.042,0.136,0.64,33,5,9,13,6
0.073,0.045,0.66,36,6,11,8,11
0.082,0.058,0.739,396,59,140,143,54
0.076,0.071,0.723,23,7,4,9,3
0.03,0.09,0.64,25,5,7,11,2
0.033,0.07,0.632,34,7,10,15,2
0.127,0.055,0.621,66,12,24,23,7
0.048,0.072,0.707,52,8,11,28,5
0.069,0.067,0.731,45,3,15,19,8
0.057,0.044,0.767,68,3,26,31,8
0.019,0.027,0.316,47,3,7,33,4
0.074,0.035,0.76,122,16,33,62,11
0.049,0.046,0.764,92,13,27,37,15
0.064,0.059,0.808,116,22,25,55,14
0.01,0.077,0.76,26,2,8,11,5
0.075,0.046,0.726,85,9,30,28,18
0.095,0.101,0.613,21,5,4,11,1
0.069,0.069,0.702,63,9,21,25,8
0.098,0.156,0.59,32,7,9,8,8
0.049,0.114,0.752,59,14,16,21,8
0.133,0.091,0.655,99,13,25,44,17
0.042,0.041,0.689,566,58,122,345,41
0.022,0.073,0.46,448,27,37,381,3
0.092,0.066,0.749,506,86,146,210,64
0.057,0.08,0.72,42,7,12,18,5
0.034,0.013,0.815,29,0,10,14,5
0.067,0.018,0.629,28,2,8,15,3
0.071,0.058,0.738,330,30,130,130,40
0.051,0.059,0.727,49,5,10,28,6
0.052,0.044,0.518,96,14,28,44,10
0.075,0.041,0.793,154,12,54,69,19
0.034,0.038,0.586,73,10,19,32,12
0.048,0.064,0.633,47,5,11,28,3
0.055,0.12,0.801,42,6,14,15,7
0.072,0.062,0.662,54,7,15,30,2
0.036,0.036,0.714,28,3,6,17,2
0.094,0.059,0.688,158,23,52,63,20
0.04,0.036,0.781,28,5,9,8,6
0.081,0.059,0.742,76,6,26,25,19
0.054,0.076,0.768,69,4,27,29,9
0.062,0.024,0.603,58,10,15,30,3
0.044,0.075,0.681,20,2,5,11,2
0.046,0.041,0.661,95,5,29,49,12
0.049,0.036,0.737,28,1,11,10,6
0.018,0.0,0.182,35,0,3,31,1
0.067,0.053,0.726,26,2,8,13,3
0.02,0.017,0.417,75,2,8,64,1
0.084,0.055,0.77,445,64,152,175,54
0.064,0.078,0.689,59,6,19,26,8
0.081,0.06,0.666,270,35,90,107,38
0.064,0.057,0.635,37,4,13,16,4
0.104,0.039,0.698,94,17,31,37,9
0.082,0.043,0.668,29,5,10,13,1
0.067,0.045,0.728,69,8,28,25,8
0.063,0.072,0.78,211,35,57,91,28
0.056,0.069,0.806,29,10,5,12,2
0.079,0.072,0.757,54,4,23,20,7
0.038,0.049,0.696,23,1,8,12,2
0.081,0.029,0.696,274,39,92,90,53
0.115,0.055,0.79,50,7,19,17,7
0.081,0.054,0.683,214,28,69,77,40
0.098,0.065,0.793,23,2,11,8,2
0.086,0.059,0.592,19,1,6,7,5
0.071,0.047,0.686,51,10,17,19,5
0.077,0.018,0.857,21,4,4,13,0
0.075,0.062,0.662,80,15,29,25,11
0.083,0.031,0.747,36,4,10,18,4
0.108,0.054,0.63,53,11,14,20,8
0.075,0.053,0.785,57,10,26,12,9
0.075,0.054,0.661,100,12,34,38,16
0.074,0.006,0.602,22,3,6,12,1
0.119,0.091,0.744,22,7,9,3,3
0.067,0.043,0.659,26,2,13,7,4
0.068,0.059,0.706,66,14,18,28,6
0.063,0.043,0.694,485,55,156,210,64
0.065,0.109,0.696,23,2,4,13,4
0.056,0.07,0.717,96,13,33,34,16
0.02,0.092,0.73,19,3,6,10,0
0.022,0.045,0.779,39,5,15,15,4
0.174,0.036,0.54,28,5,7,12,4
0.016,0.01,0.766,24,0,12,10,2
0.056,0.069,0.775,20,3,8,7,2
0.042,0.016,0.776,24,1,9,12,2
0.059,0.08,0.791,113,14,38,49,12
0.004,0.018,0.243,34,1,2,30,1
0.125,0.096,0.664,35,6,10,12,7
0.106,0.044,0.75,20,0,7,11,2
0.079,0.013,0.475,30,1,2,27,0
0.101,0.098,0.639,37,8,10,10,9
0.07,0.069,0.661,80,10,32,29,9
0.046,0.099,0.75,19,3,6,7,3
0.101,0.056,0.698,220,35,75,87,23
0.138,0.1,0.562,20,2,9,4,5
0.049,0.087,0.821,23,6,4,11,2
0.068,0.041,0.743,235,34,74,103,24
0.11,0.06,0.704,112,14,51,31,16
0.057,0.062,0.744,22,3,7,11,1
0.058,0.038,0.673,26,3,9,11,3
0.056,0.009,0.639,27,3,5,18,1
0.043,0.057,0.713,64,7,18,27,12
0.07,0.067,0.619,41,5,16,17,3
0.078,0.062,0.734,24,3,5,12,4
0.07,0.038,0.619,66,5,17,37,7
0.044,0.05,0.756,20,1,8,9,2
0.075,0.051,0.667,68,9,21,22,16
0.092,0.062,0.689,198,27,74,75,22
0.018,0.004,0.835,28,1,11,12,4
0.049,0.062,0.611,18,1,8,7,2
0.045,0.049,0.685,77,7,23,43,4
0.061,0.043,0.623,993,104,288,506,95
0.149,0.006,0.798,21,2,7,8,4
0.089,0.093,0.657,31,1,15,13,2
0.043,0.064,0.762,61,8,16,30,7
0.068,0.031,0.618,53,4,20,23,6
0.089,0.063,0.703,158,19,53,62,24
0.067,0.048,0.615,26,6,7,12,1
0.12,0.079,0.69,27,2,11,7,7
0.027,0.027,0.311,41,2,6,31,2
0.061,0.042,0.669,163,17,58,65,23
0.052,0.083,0.726,36,4,12,12,8
0.069,0.049,0.741,85,14,25,29,17
0.088,0.076,0.693,77,15,22,31,9
0.044,0.0,0.156,40,10,3,27,0
0.037,0.108,0.654,30,3,11,11,5
0.09,0.061,0.664,119,18,38,52,11
0.11,0.066,0.647,17,3,5,8,1
0.066,0.017,0.75,36,3,15,12,6
0.073,0.094,0.625,24,7,5,12,0
0.084,0.037,0.819,82,11,31,32,8
0.043,0.038,0.726,26,1,10,13,2
0.071,0.083,0.689,51,10,16,18,7
0.019,0.079,0.425,469,15,30,423,1
0.025,0.062,0.863,20,1,8,6,5
0.09,0.056,0.632,18,4,6,6,2
0.087,0.022,0.761,23,1,7,10,5
0.054,0.071,0.761,44,4,9,21,10
0.077,0.062,0.728,68,8,31,24,5
0.053,0.048,0.63,26,4,11,6,5
0.067,0.071,0.796,60,4,19,27,10
0.129,0.059,0.693,59,10,23,21,5
0.099,0.049,0.763,67,10,27,25,5
0.01,0.053,0.63,26,1,1,22,2
0.114,0.04,0.847,22,3,10,7,2
0.042,0.089,0.703,24,3,8,10,3
0.094,0.019,0.738,20,1,4,11,4
0.113,0.033,0.743,173,30,53,77,13
0.083,0.086,0.697,45,4,16,18,7
0.085,0.098,0.744,82,12,24,40,6
0.113,0.06,0.569,31,9,6,14,2
0.084,0.071,0.751,117,15,42,45,15
0.061,0.068,0.72,33,5,9,15,4
0.026,0.056,0.681,38,3,12,18,5
0.049,0.049,0.759,56,6,16,25,9
0.139,0.029,0.716,26,4,9,11,2
0.036,0.042,0.78,21,1,8,7,5
0.069,0.065,0.625,29,2,14,11,2
0.066,0.042,0.7,68,6,26,30,6
0.061,0.04,0.704,41,4,20,12,5
0.023,0.021,0.685,48,3,3,42,0
0.106,0.066,0.699,141,20,53,45,23
0.056,0.062,0.828,241,38,54,133,16
0.04,0.045,0.635,25,3,7,12,3
0.019,0.023,0.588,27,1,8,15,3
0.0,0.0,1.0,576,0,576,0,0
0.092,0.048,0.767,173,25,70,54,24
0.08,0.054,0.694,58,7,18,21,12
0.1,0.037,0.762,20,2,7,9,2
0.069,0.039,0.794,71,5,26,21,19
0.095,0.067,0.738,130,15,50,50,15
0.072,0.057,0.782,101,15,31,44,11
0.049,0.045,0.656,28,8,7,10,3
0.016,0.02,0.426,93,0,0,93,0
0.077,0.054,0.715,39,5,14,15,5
0.096,0.052,0.735,43,6,12,20,5
0.062,0.059,0.724,78,13,14,42,9
0.0,0.0,0.0,84,1,0,83,0
0.044,0.037,0.769,20,2,5,10,3
0.061,0.048,0.737,39,8,13,14,4
0.083,0.076,0.698,225,33,78,80,34
0.064,0.033,0.797,179,19,56,85,19
0.046,0.031,0.593,118,7,38,65,8
0.075,0.029,0.723,174,20,58,77,19
0.079,0.071,0.823,74,7,29,30,8
0.045,0.062,0.756,22,4,2,11,5
0.048,0.065,0.661,31,4,10,13,4
0.109,0.065,0.652,23,1,11,5,6
0.107,0.078,0.744,199,26,76,71,26
0.051,0.062,0.75,22,2,7,11,2
0.042,0.066,0.689,59,7,17,24,11
0.079,0.046,0.724,219,28,76,87,28
0.045,0.031,0.817,28,5,8,12,3
0.039,0.02,0.309,57,1,7,47,2
0.022,0.009,0.754,28,5,6,13,4
0.091,0.047,0.696,193,24,71,74,24
0.075,0.064,0.707,78,14,26,26,12
0.037,0.034,0.429,160,13,30,106,11
0.085,0.067,0.75,102,11,46,28,17
0.068,0.052,0.736,660,97,208,248,107
0.07,0.052,0.755,122,16,44,50,12
0.098,0.076,0.683,28,3,7,13,5
0.0,0.0,0.0,154,5,5,144,0
0.072,0.049,0.727,33,7,9,13,4
0.107,0.054,0.601,21,5,4,7,5
0.045,0.076,0.656,36,5,11,18,2
0.068,0.049,0.76,122,14,43,37,28
0.095,0.053,0.744,177,28,50,70,29
0.09,0.067,0.657,43,8,8,25,2
0.06,0.054,0.748,65,8,29,23,5
0.097,0.051,0.607,49,7,14,25,3
0.087,0.12,0.613,50,8,13,19,10
0.076,0.083,0.752,56,5,24,21,6
0.037,0.007,0.838,17,2,4,11,0
0.081,0.028,0.711,194,26,66,74,28
0.093,0.037,0.635,179,26,53,74,26
0.059,0.066,0.816,17,2,6,6,3
0.159,0.034,0.761,22,4,11,5,2
0.062,0.049,0.709,161,23,52,57,29
0.089,0.042,0.726,21,3,8,6,4
0.061,0.064,0.696,39,7,13,16,3
0.096,0.046,0.757,170,26,59,71,14
0.044,0.006,0.8,20,2,5,11,2
0.064,0.071,0.768,92,11,29,35,17
0.073,0.047,0.834,43,6,14,18,5
0.085,0.051,0.737,119,17,36,49,17
0.05,0.03,0.8,25,2,7,14,2
0.0,0.0,0.02,251,7,16,228,0
0.062,0.055,0.695,16,3,2,9,2
0.083,0.063,0.755,81,12,27,28,14
0.0,0.0,0.0,33,1,0,32,0
0.057,0.042,0.751,345,39,126,129,51
0.078,0.043,0.629,32,3,15,13,1
0.07,0.055,0.714,87,11,23,41,12
0.084,0.132,0.703,37,6,8,13,10
0.12,0.084,0.661,52,9,15,19,9
0.074,0.027,0.613,126,15,21,87,3
0.012,0.003,0.158,288,33,30,223,2
0.079,0.064,0.673,49,6,18,16,9
0.1,0.083,0.712,104,12,36,43,13
0.028,0.037,0.759,40,4,20,11,5
0.125,0.045,0.79,25,3,10,9,3
0.06,0.065,0.764,27,6,7,9,5
0.062,0.068,0.756,44,7,10,24,3
0.043,0.049,0.803,38,4,11,14,9
0.163,0.044,0.619,40,8,10,17,5
0.097,0.07,0.737,176,17,68,70,21
0.038,0.035,0.733,36,1,14,15,6
0.071,0.062,0.715,315,42,98,127,48
0.122,0.059,0.681,72,19,23,23,7
0.099,0.108,0.724,29,5,7,12,5
0.042,0.062,0.662,60,10,16,31,3
0.053,0.095,0.772,75,8,31,24,12
0.059,0.024,0.778,36,3,9,20,4
0.055,0.043,0.775,55,8,15,32,0
0.043,0.073,0.78,29,4,12,7,6
0.125,0.102,0.773,22,5,6,8,3
0.104,0.05,0.642,88,13,30,36,9
0.097,0.011,0.71,22,2,8,9,3
0.019,0.079,0.425,469,15,30,423,1
0.056,0.046,0.76,123,10,48,51,14
0.087,0.069,0.744,20,4,4,8,4
0.042,0.064,0.774,174,23,53,72,26
0.08,0.049,0.705,36,5,5,25,1
0.111,0.068,0.767,37,5,8,10,14
0.078,0.06,0.707,58,8,20,28,2
0.0,0.0,0.0,120,0,0,120,0
0.118,0.062,0.708,18,6,8,2,2
0.045,0.013,0.239,47,2,8,34,3
0.068,0.059,0.609,95,10,25,51,9
0.134,0.097,0.694,27,3,9,9,6
0.083,0.061,0.716,309,31,118,106,54
0.109,0.057,0.729,48,9,18,17,4
0.059,0.051,0.801,34,6,9,17,2
0.049,0.017,0.823,36,4,10,15,7
0.02,0.049,0.471,61,1,6,53,1
0.071,0.037,0.525,30,5,6,19,0
0.097,0.023,0.653,22,5,5,9,3
0.068,0.037,0.703,141,16,53,59,13
0.087,0.042,0.671,30,4,13,10,3
0.116,0.06,0.713,27,5,5,12,5
0.058,0.017,0.692,30,9,1,18,2
0.09,0.062,0.66,32,0,12,12,8
0.07,0.028,0.682,68,9,21,29,9
0.112,0.05,0.708,77,7,27,32,11
0.055,0.045,0.7,25,3,6,11,5
0.243,0.09,0.667,18,3,9,4,2
0.085,0.02,0.775,25,2,12,7,4
0.051,0.074,0.64,17,0,6,7,4
0.074,0.079,0.687,169,20,53,49,47
0.042,0.04,0.776,63,10,19,25,9
0.073,0.101,0.68,82,12,33,24,13
0.071,0.044,0.624,788,83,207,418,80
0.096,0.072,0.659,52,12,17,18,5
0.05,0.081,0.688,244,27,82,77,58
0.079,0.085,0.692,90,15,24,43,8
0.054,0.083,0.579,74,16,13,37,8
0.063,0.038,0.796,203,23,70,83,27
0.055,0.056,0.68,91,8,38,29,16
0.058,0.038,0.737,156,19,54,60,23
0.028,0.08,0.665,22,3,8,5,6
0.109,0.033,0.641,23,5,9,8,1
0.037,0.074,0.852,27,3,8,15,1
0.051,0.074,0.653,27,3,9,8,7
0.058,0.045,0.79,122,13,39,49,21
0.054,0.05,0.747,154,15,59,52,28
0.064,0.062,0.754,117,19,34,55,9
0.062,0.068,0.688,22,1,12,5,4
0.08,0.04,0.629,28,7,3,17,1
0.02,0.07,0.75,25,4,7,9,5
0.087,0.05,0.762,50,8,15,19,8
0.056,0.062,0.806,40,5,15,15,5
0.035,0.058,0.707,75,3,36,20,16
0.088,0.093,0.597,27,3,11,9,4
0.078,0.026,0.604,24,4,2,17,1
0.058,0.07,0.632,50,7,12,24,7
0.08,0.03,0.587,33,4,11,11,7
0.097,0.074,0.718,27,3,13,6,5
0.068,0.049,0.758,296,40,81,145,30
0.059,0.053,0.625,19,4,8,7,0
0.044,0.087,0.619,20,2,7,11,0
0.032,0.046,0.701,136,11,46,57,22
0.069,0.076,0.768,69,5,27,23,14
0.074,0.054,0.718,271,25,100,96,50
0.073,0.059,0.692,91,9,28,41,13
0.097,0.09,0.639,104,19,29,44,12
0.047,0.053,0.775,64,8,23,24,9
0.071,0.054,0.772,527,64,174,215,74
0.105,0.089,0.774,31,4,8,17,2
0.03,0.091,0.672,29,0,13,13,3
0.067,0.048,0.706,280,33,72,137,38
0.101,0.07,0.755,134,15,46,46,27
0.087,0.02,0.767,95,13,30,39,13
0.064,0.074,0.781,86,10,30,37,9
0.013,0.02,0.234,56,4,3,48,1
0.042,0.035,0.706,166,16,53,81,16
0.045,0.026,0.392,67,7,4,52,4
0.059,0.048,0.703,163,15,56,68,24
0.057,0.053,0.732,139,15,42,63,19
0.051,0.056,0.735,101,10,30,41,20
0.092,0.077,0.684,34,4,8,16,6
0.027,0.009,0.607,28,2,12,13,1
0.039,0.059,0.715,32,3,7,19,3
0.024,0.058,0.726,26,2,9,10,5
0.026,0.064,0.731,39,4,10,17,8
0.096,0.029,0.732,56,8,17,22,9
0.083,0.071,0.75,21,2,8,9,2
0.104,0.091,0.687,144,26,47,43,28
0.051,0.065,0.723,56,11,16,21,8
0.117,0.098,0.685,50,5,20,18,7
0.078,0.043,0.741,29,4,14,9,2
0.009,0.018,0.342,57,6,8,40,3
0.037,0.064,0.791,37,4,11,18,4
0.043,0.043,0.663,52,3,14,29,6
0.036,0.079,0.629,35,10,8,13,4
0.057,0.056,0.758,218,23,82,93,20
0.022,0.033,0.728,23,0,7,12,4
0.099,0.065,0.625,52,8,16,20,8
0.102,0.05,0.696,231,37,77,90,27
0.078,0.034,0.691,66,7,23,30,6
0.062,0.066,0.695,34,4,11,15,4
0.005,0.016,0.804,23,0,10,12,1
0.054,0.064,0.625,39,3,13,18,5
0.1,0.069,0.693,224,34,75,84,31
0.083,0.048,0.679,21,4,3,11,3
0.025,0.026,0.334,112,13,18,74,7
0.119,0.056,0.625,40,7,11,16,6
0.072,0.075,0.738,52,4,17,21,10
0.086,0.049,0.691,81,9,34,28,10
0.062,0.035,0.652,32,2,7,21,2
0.078,0.023,0.898,32,5,9,10,8
0.084,0.057,0.685,46,11,9,21,5
0.056,0.051,0.654,292,47,63,159,23
0.038,0.072,0.697,26,3,10,10,3
0.096,0.049,0.473,89,17,25,36,11
0.072,0.061,0.686,33,6,10,13,4
0.084,0.058,0.689,95,9,29,45,12
0.076,0.049,0.675,620,88,186,275,71
0.084,0.144,0.597,40,8,11,14,7
0.025,0.03,0.665,25,4,7,11,3
0.056,0.05,0.744,20,0,11,5,4
0.039,0.102,0.797,16,1,6,5,4
0.069,0.069,0.777,47,4,18,20,5
0.03,0.062,0.545,58,4,10,36,8
0.056,0.013,0.831,20,0,8,10,2
0.087,0.062,0.704,96,12,34,39,11
0.095,0.074,0.73,139,24,52,41,22
0.098,0.025,0.717,56,5,25,22,4
0.12,0.056,0.676,27,3,8,13,3
0.141,0.01,0.641,24,3,7,11,3
0.075,0.038,0.763,65,7,27,18,13
0.096,0.188,0.639,26,6,8,9,3
0.048,0.066,0.715,76,6,20,39,11
0.026,0.012,0.544,43,7,6,27,3
0.057,0.106,0.684,59,8,17,26,8
0.077,0.017,0.591,89,12,29,40,8
0.052,0.007,0.288,72,13,9,48,2
0.093,0.044,0.732,298,46,85,125,42
0.049,0.085,0.723,28,3,11,7,7
0.024,0.083,0.406,158,20,20,117,1
0.141,0.078,0.656,16,2,5,7,2
0.067,0.042,0.799,54,6,22,20,6
0.103,0.158,0.68,34,8,6,14,6
0.032,0.107,0.742,75,6,34,32,3
0.055,0.017,0.684,299,23,59,191,26
0.049,0.028,0.701,18,1,7,9,1
0.062,0.052,0.748,160,12,45,97,6
0.093,0.057,0.746,87,9,23,38,17
0.087,0.076,0.533,23,5,3,10,5
0.097,0.058,0.696,67,11,23,24,9
0.102,0.102,0.734,16,1,4,8,3
0.045,0.03,0.807,42,7,15,18,2
0.067,0.106,0.673,26,5,11,6,4
0.068,0.049,0.777,66,6,29,20,11
0.084,0.062,0.788,46,9,13,21,3
0.125,0.08,0.59,39,8,8,15,8
0.059,0.029,0.618,17,1,7,7,2
0.0,0.0,0.02,49,1,1,47,0
0.034,0.095,0.767,29,5,8,12,4
0.107,0.037,0.682,92,11,32,44,5
0.111,0.042,0.683,92,13,32,34,13
0.121,0.112,0.526,29,5,9,10,5
0.054,0.092,0.721,30,4,14,9,3
0.042,0.065,0.605,191,4,91,59,37
0.075,0.081,0.744,20,1,9,5,5
0.1,0.055,0.727,144,23,46,52,23
0.056,0.031,0.812,20,3,7,10,0
0.045,0.045,0.8,55,7,19,23,6
0.082,0.081,0.692,213,47,56,90,20
0.038,0.09,0.733,36,3,13,14,6
0.0,0.0,0.0,37,1,0,36,0
0.065,0.042,0.702,21,1,8,7,5
0.066,0.059,0.719,32,4,11,12,5
0.071,0.068,0.726,485,60,156,187,82
0.048,0.034,0.7,55,4,11,35,5
0.088,0.065,0.67,124,21,36,48,19
0.113,0.012,0.827,21,1,10,7,3
0.087,0.017,0.662,30,5,7,15,3
0.069,0.058,0.694,334,52,110,134,38
0.077,0.063,0.669,89,4,37,39,9
0.082,0.079,0.655,38,6,11,16,5
0.079,0.079,0.608,30,7,6,13,4
0.036,0.044,0.855,31,3,10,14,4
0.098,0.082,0.649,47,6,17,20,4
0.055,0.096,0.709,43,6,19,14,4
0.074,0.07,0.666,227,34,62,98,33
0.087,0.034,0.676,69,7,19,32,11
0.067,0.06,0.772,69,15,18,31,5
0.04,0.048,0.573,62,3,13,40,6
0.071,0.036,0.791,49,8,19,15,7
0.08,0.071,0.674,188,24,64,64,36
0.056,0.073,0.788,36,4,16,12,4
0.07,0.058,0.736,147,13,55,55,24
0.0,0.0,0.026,38,2,2,34,0
0.094,0.05,0.733,65,12,21,28,4
0.072,0.031,0.763,97,11,29,45,12
0.075,0.055,0.784,233,28,69,112,24
0.083,0.056,0.75,63,7,18,24,14
0.098,0.067,0.702,120,9,43,46,22
0.022,0.027,0.522,28,2,9,13,4
0.129,0.067,0.721,60,11,17,23,9
0.095,0.043,0.69,29,4,11,12,2
0.0,0.0,0.0,72,7,1,62,2
0.057,0.036,0.561,101,10,34,46,11
0.055,0.051,0.638,86,11,22,47,6
0.119,0.083,0.75,21,2,6,10,3
0.068,0.068,0.684,83,13,28,28,14
0.031,0.047,0.672,24,1,10,9,4
0.06,0.033,0.657,188,27,65,79,17
0.096,0.06,0.639,83,13,30,23,17
0.08,0.052,0.769,91,10,30,40,11
0.0,0.333,0.667,132,44,44,44,0
0.037,0.031,0.881,20,2,8,9,1
0.09,0.053,0.715,163,28,44,74,17
0.08,0.038,0.753,39,4,14,21,0
0.048,0.047,0.487,294,31,58,173,32
0.115,0.031,0.7,52,8,13,21,10
0.062,0.0,0.838,20,1,4,11,4
0.048,0.054,0.661,21,1,8,8,4
0.042,0.101,0.643,42,6,12,21,3
0.12,0.011,0.826,23,2,5,12,4
0.056,0.088,0.782,27,3,9,10,5
0.077,0.055,0.757,153,28,43,70,12
0.092,0.058,0.75,30,3,12,11,4
0.1,0.06,0.733,222,26,82,83,31
0.048,0.103,0.743,84,17,36,27,4
0.149,0.018,0.595,21,3,10,5,3
0.111,0.048,0.695,89,11,31,33,14
0.058,0.072,0.697,64,9,18,22,15
0.066,0.068,0.608,66,6,21,31,8
0.083,0.047,0.661,24,4,11,5,4
0.061,0.042,0.743,104,15,32,41,16
0.068,0.091,0.82,48,2,19,22,5
0.06,0.078,0.69,29,4,10,10,5
0.082,0.065,0.729,146,21,48,54,23
0.047,0.044,0.555,48,7,11,26,4
0.067,0.094,0.715,65,10,21,26,8
0.062,0.041,0.627,159,27,52,60,20
0.04,0.019,0.493,181,26,42,102,11
0.05,0.045,0.625,25,4,7,10,4
0.084,0.048,0.691,265,47,76,106,36
0.068,0.053,0.774,57,3,19,26,9
0.037,0.081,0.581,20,1,4,13,2
0.037,0.088,0.753,41,8,10,18,5
0.096,0.07,0.641,119,14,50,41,14
0.088,0.061,0.724,219,24,67,78,50
0.104,0.037,0.792,30,6,8,12,4
0.135,0.048,0.698,50,9,19,18,4
0.147,0.076,0.776,67,9,24,25,9
0.11,0.062,0.685,42,7,11,15,9
0.046,0.026,0.77,19,1,6,12,0
0.025,0.1,0.775,30,7,7,15,1
0.06,0.078,0.737,48,6,18,19,5
0.062,0.076,0.747,96,11,32,36,17
0.079,0.041,0.717,98,10,28,43,17
0.037,0.088,0.757,17,5,4,6,2
0.085,0.101,0.668,41,6,13,13,9
0.085,0.032,0.786,31,3,10,16,2
0.07,0.031,0.736,129,20,44,51,14
0.091,0.075,0.738,62,5,24,25,8
0.068,0.149,0.594,53,10,13,18,12
0.089,0.028,0.774,110,15,32,49,14
0.078,0.09,0.738,32,10,5,17,0
0.044,0.034,0.922,37,2,15,16,4
0.119,0.051,0.761,44,5,20,12,7
0.078,0.074,0.794,37,3,17,12,5
0.075,0.045,0.76,25,5,10,10,0
0.08,0.044,0.741,133,13,42,64,14
0.125,0.071,0.613,42,8,12,17,5
0.041,0.014,0.57,80,6,19,45,10
0.11,0.059,0.772,34,5,7,14,8
0.054,0.058,0.854,30,6,6,13,5
0.066,0.044,0.831,17,3,5,8,1
0.077,0.033,0.61,75,9,24,35,7
0.094,0.078,0.578,32,3,11,12,6
0.086,0.046,0.658,19,2,8,6,3
0.094,0.051,0.734,240,27,82,95,36
0.06,0.052,0.532,31,6,7,15,3
0.079,0.059,0.693,249,29,71,119,30
0.082,0.042,0.72,841,121,228,405,87
0.083,0.037,0.716,110,9,43,33,25
