positive_score,negative_score,objective_score,word_count,adj_count,verb_count,noun_count,adv_count
0.061,0.032,0.79,112,18,31,60,3
0.047,0.046,0.417,222,25,36,145,16
0.049,0.049,0.811,33,4,11,11,7
0.125,0.062,0.67,28,4,12,10,2
0.104,0.042,0.799,18,5,5,7,1
0.067,0.052,0.715,60,10,20,21,9
0.103,0.011,0.799,23,4,6,12,1
0.069,0.057,0.723,139,15,55,47,22
0.134,0.054,0.789,42,8,12,16,6
0.055,0.049,0.6,61,5,15,29,12
0.071,0.024,0.81,21,2,6,9,4
0.094,0.031,0.777,61,10,23,17,11
0.056,0.038,0.783,49,3,18,20,8
0.148,0.031,0.695,32,5,11,12,4
0.048,0.024,0.833,21,2,10,5,4
0.058,0.06,0.697,54,10,18,20,6
0.106,0.0,0.744,20,5,3,10,2
0.19,0.069,0.638,29,7,6,12,4
0.08,0.064,0.826,33,4,13,13,3
0.096,0.034,0.764,141,26,37,72,6
0.065,0.057,0.747,46,5,13,25,3
0.053,0.086,0.809,19,4,6,8,1
0.055,0.032,0.678,221,24,58,111,28
0.083,0.017,0.833,15,1,4,7,3
0.089,0.048,0.669,31,7,11,7,6
0.031,0.013,0.806,20,3,7,6,4
0.144,0.037,0.669,20,4,3,10,3
0.115,0.062,0.745,26,5,9,10,2
0.111,0.125,0.708,18,1,8,3,6
0.039,0.086,0.77,19,2,10,5,2
0.095,0.049,0.705,33,3,13,14,3
0.097,0.046,0.738,76,13,22,28,13
0.097,0.043,0.588,44,8,9,19,8
0.073,0.064,0.77,43,6,17,16,4
0.078,0.061,0.767,43,6,17,13,7
0.069,0.048,0.786,31,5,9,10,7
0.104,0.042,0.771,24,7,6,10,1
0.092,0.043,0.777,23,5,6,11,1
0.039,0.062,0.711,16,1,6,7,2
0.095,0.051,0.616,42,8,15,14,5
0.065,0.045,0.699,42,5,11,18,8
0.064,0.042,0.758,59,9,19,20,11
0.017,0.091,0.544,258,15,119,70,54
0.143,0.021,0.636,35,7,12,11,5
0.092,0.074,0.746,34,6,12,11,5
0.128,0.037,0.762,41,9,9,15,8
0.051,0.005,0.796,27,4,11,10,2
0.094,0.031,0.825,20,5,6,7,2
0.002,0.009,0.147,57,7,5,44,1
0.213,0.037,0.75,17,3,9,3,2
0.101,0.058,0.764,26,2,11,9,4
0.106,0.037,0.793,47,9,17,17,4
0.029,0.051,0.743,17,3,5,6,3
0.15,0.065,0.585,25,6,7,10,2
0.09,0.055,0.815,25,2,11,9,3
0.038,0.027,0.761,23,4,8,9,2
0.033,0.02,0.684,19,1,6,11,1
0.14,0.088,0.737,57,6,19,19,13
0.069,0.075,0.806,20,3,5,11,1
0.019,0.0,0.981,13,0,6,7,0
0.142,0.028,0.693,22,2,9,6,5
0.148,0.011,0.795,22,4,5,8,5
0.066,0.026,0.855,19,4,6,8,1
0.056,0.029,0.713,94,10,36,33,15
0.104,0.028,0.757,18,2,5,6,5
0.036,0.004,0.732,35,1,12,20,2
0.044,0.049,0.448,244,29,43,153,19
0.087,0.055,0.739,59,11,18,23,7
0.068,0.057,0.716,44,6,16,13,9
0.048,0.029,0.688,34,5,11,12,6
0.059,0.07,0.809,32,6,12,9,5
0.125,0.03,0.75,21,4,6,5,6
0.103,0.033,0.821,23,1,8,9,5
0.062,0.004,0.754,28,4,10,11,3
0.039,0.039,0.763,38,3,15,17,3
0.051,0.066,0.789,32,4,7,16,5
0.079,0.064,0.829,35,5,16,8,6
0.067,0.031,0.83,28,3,12,7,6
0.138,0.045,0.638,28,4,10,9,5
0.077,0.035,0.785,39,4,14,15,6
0.087,0.054,0.685,23,2,8,9,4
0.094,0.076,0.663,36,6,8,13,9
0.082,0.034,0.608,29,5,11,8,5
0.049,0.071,0.737,28,2,10,13,3
0.052,0.037,0.65,50,7,15,25,3
0.182,0.047,0.729,24,4,7,10,3
0.071,0.036,0.693,35,4,11,15,5
0.167,0.05,0.717,15,3,4,6,2
0.17,0.074,0.619,22,5,9,7,1
0.09,0.045,0.739,111,18,36,51,6
0.075,0.01,0.675,25,2,10,5,8
0.043,0.02,0.855,49,8,14,18,9
0.097,0.068,0.79,22,4,8,7,3
0.131,0.028,0.819,45,7,12,21,5
0.118,0.072,0.651,19,3,6,7,3
0.042,0.042,0.869,21,3,6,10,2
0.11,0.04,0.643,34,3,11,14,6
0.069,0.083,0.736,18,1,6,7,4
0.037,0.035,0.891,54,5,16,27,6
0.081,0.052,0.727,43,5,14,14,10
0.089,0.071,0.839,14,2,5,6,1
0.129,0.031,0.696,28,6,11,7,4
0.051,0.022,0.75,17,2,7,5,3
0.138,0.031,0.781,20,5,6,7,2
0.063,0.037,0.72,67,8,21,28,10
0.081,0.044,0.728,68,9,18,28,13
0.096,0.027,0.755,82,9,23,43,7
0.06,0.031,0.867,48,5,15,21,7
0.102,0.051,0.736,27,6,10,8,3
0.112,0.053,0.73,19,4,5,10,0
0.158,0.013,0.618,19,2,9,3,5
0.147,0.06,0.724,29,8,8,7,6
0.094,0.047,0.776,24,4,6,11,3
0.114,0.029,0.657,35,6,11,12,6
0.093,0.05,0.737,58,11,20,19,8
0.094,0.069,0.738,20,4,9,5,2
0.114,0.055,0.801,34,7,10,13,4
0.075,0.05,0.707,315,44,113,118,40
0.074,0.062,0.591,22,1,7,10,4
0.06,0.05,0.793,52,9,16,25,2
0.13,0.091,0.625,26,7,4,12,3
0.076,0.035,0.795,117,12,40,52,13
0.056,0.056,0.889,18,1,4,11,2
0.087,0.087,0.696,23,4,6,11,2
0.078,0.068,0.771,24,3,7,11,3
0.095,0.068,0.686,33,7,8,15,3
0.084,0.044,0.745,94,9,25,45,15
0.037,0.09,0.69,71,7,29,30,5
0.125,0.043,0.763,29,4,6,14,5
0.085,0.037,0.879,34,6,12,9,7
0.072,0.014,0.683,26,4,8,11,3
0.152,0.061,0.665,41,10,12,12,7
0.129,0.036,0.779,35,1,12,16,6
0.125,0.049,0.644,33,4,11,11,7
0.0,0.0,0.0,38,4,5,29,0
0.062,0.025,0.773,71,11,29,25,6
0.112,0.019,0.8,58,10,20,19,9
0.075,0.035,0.61,25,5,8,7,5
0.091,0.029,0.726,26,4,8,11,3
0.06,0.015,0.765,25,3,9,8,5
0.147,0.03,0.651,29,6,7,11,5
0.138,0.081,0.731,20,3,7,9,1
0.099,0.01,0.724,24,4,6,12,2
0.017,0.062,0.739,22,2,5,14,1
0.077,0.042,0.69,21,4,9,6,2
0.011,0.042,0.644,33,3,9,18,3
0.075,0.041,0.642,58,6,17,26,9
0.043,0.067,0.62,26,6,4,12,4
0.04,0.065,0.775,25,3,6,11,5
0.088,0.0,0.838,27,4,6,12,5
0.112,0.026,0.704,19,3,5,9,2
0.083,0.042,0.792,24,2,8,10,4
0.066,0.122,0.713,40,6,16,11,7
0.139,0.097,0.653,18,4,5,6,3
0.114,0.036,0.793,35,4,15,9,7
0.106,0.05,0.644,20,1,4,10,5
0.04,0.04,0.629,31,4,12,11,4
0.199,0.043,0.652,47,14,7,20,6
0.104,0.046,0.683,30,4,10,8,8
0.034,0.057,0.864,22,5,5,11,1
0.146,0.079,0.675,30,7,9,8,6
0.12,0.014,0.569,27,6,6,9,6
0.077,0.03,0.798,21,1,5,10,5
0.101,0.012,0.839,21,5,7,6,3
0.09,0.028,0.854,36,3,13,16,4
0.1,0.075,0.792,30,4,9,11,6
0.091,0.053,0.614,33,5,13,11,4
0.117,0.016,0.742,16,1,7,7,1
0.112,0.052,0.802,29,7,9,9,4
0.028,0.049,0.757,18,1,8,8,1
0.081,0.052,0.843,43,9,16,14,4
0.053,0.079,0.763,19,3,8,5,3
0.081,0.027,0.84,113,8,47,42,16
0.11,0.027,0.773,33,7,14,7,5
0.101,0.094,0.691,53,10,18,19,6
0.097,0.205,0.472,22,4,10,3,5
0.121,0.06,0.69,31,7,9,6,9
0.065,0.019,0.843,27,7,9,8,3
0.058,0.017,0.714,52,7,20,20,5
0.101,0.034,0.827,52,10,18,18,6
0.112,0.01,0.776,49,4,15,19,11
0.11,0.036,0.807,42,5,17,18,2
0.08,0.024,0.777,42,2,17,13,10
0.074,0.093,0.735,51,5,17,17,12
0.136,0.163,0.614,23,4,7,7,5
0.074,0.023,0.76,49,5,17,18,9
0.125,0.069,0.731,27,8,7,9,3
0.118,0.046,0.783,19,2,6,11,0
0.114,0.051,0.776,34,6,13,11,4
0.026,0.054,0.58,44,5,9,26,4
0.023,0.031,0.633,16,1,8,5,2
0.118,0.017,0.698,36,5,14,17,0
0.065,0.023,0.801,27,3,6,16,2
0.039,0.027,0.777,32,4,7,18,3
0.119,0.035,0.754,65,9,24,20,12
0.013,0.025,0.596,30,2,10,16,2
0.071,0.044,0.68,156,31,50,50,25
0.178,0.026,0.586,19,3,9,5,2
0.065,0.054,0.595,21,2,8,8,3
0.104,0.039,0.731,111,12,33,45,21
0.098,0.1,0.693,55,7,18,23,7
0.083,0.092,0.725,30,5,8,11,6
0.132,0.014,0.688,18,2,8,7,1
0.079,0.082,0.668,35,5,14,10,6
0.139,0.065,0.698,81,13,32,20,16
0.054,0.006,0.512,21,4,4,11,2
0.092,0.036,0.766,38,5,15,10,8
0.074,0.065,0.676,27,4,4,15,4
0.089,0.036,0.78,21,2,9,7,3
0.102,0.04,0.812,44,8,19,12,5
0.107,0.031,0.719,28,3,10,8,7
0.022,0.037,0.735,34,4,2,28,0
0.089,0.072,0.707,38,5,14,14,5
0.04,0.064,0.79,47,8,10,24,5
0.07,0.06,0.55,25,3,4,16,2
0.092,0.052,0.789,223,42,68,85,28
0.18,0.01,0.73,25,3,7,12,3
0.141,0.019,0.741,40,6,13,16,5
0.132,0.024,0.705,36,4,16,9,7
0.075,0.018,0.707,35,4,12,14,5
0.083,0.064,0.58,33,9,8,14,2
0.121,0.009,0.767,29,8,8,10,3
0.06,0.036,0.827,52,6,18,21,7
0.043,0.0,0.696,23,0,7,14,2
0.095,0.034,0.682,37,6,12,14,5
0.114,0.029,0.805,77,10,27,24,16
0.072,0.031,0.599,57,5,13,34,5
0.13,0.015,0.695,25,4,5,10,6
0.058,0.077,0.75,26,1,10,9,6
0.093,0.005,0.755,27,2,11,9,5
0.072,0.058,0.832,26,3,10,6,7
0.103,0.018,0.467,34,5,10,15,4
0.03,0.013,0.458,50,0,5,45,0
0.079,0.087,0.667,30,8,6,11,5
0.087,0.055,0.738,50,7,18,19,6
0.076,0.032,0.716,51,8,16,20,7
0.062,0.024,0.644,26,6,10,10,0
0.074,0.037,0.796,54,5,19,22,8
0.073,0.052,0.805,43,3,22,12,6
0.065,0.025,0.83,25,0,10,8,7
0.13,0.06,0.73,25,7,10,4,4
0.084,0.05,0.767,171,16,68,51,36
0.056,0.056,0.597,31,4,8,14,5
0.104,0.0,0.729,18,4,7,5,2
0.097,0.056,0.625,18,4,5,8,1
0.13,0.06,0.679,23,5,5,7,6
0.0,0.0,0.0,118,11,9,98,0
0.118,0.067,0.708,56,13,17,18,8
0.015,0.015,0.912,17,1,3,11,2
0.056,0.049,0.84,18,7,4,5,2
0.087,0.038,0.681,36,7,13,9,7
0.125,0.026,0.599,24,6,8,7,3
0.089,0.08,0.616,14,3,5,4,2
0.094,0.058,0.812,28,4,11,10,3
0.048,0.01,0.596,26,4,9,10,3
0.052,0.058,0.727,86,8,30,36,12
0.08,0.017,0.767,22,2,9,8,3
0.065,0.018,0.774,21,2,6,12,1
0.089,0.027,0.67,28,5,11,12,0
0.119,0.037,0.794,20,1,7,10,2
0.131,0.054,0.768,21,4,6,11,0
0.119,0.062,0.669,20,4,7,6,3
0.103,0.078,0.681,29,6,12,7,4
0.142,0.062,0.729,30,8,8,8,6
0.109,0.037,0.703,40,6,15,16,3
0.047,0.046,0.417,222,25,36,145,16
0.088,0.03,0.678,54,7,15,28,4
0.025,0.013,0.812,20,1,7,11,1
0.083,0.054,0.796,104,20,24,49,11
0.071,0.042,0.773,149,19,56,49,25
0.069,0.028,0.829,27,1,8,13,5
0.049,0.025,0.549,61,7,8,39,7
0.007,0.02,0.658,19,5,8,5,1
0.101,0.052,0.653,31,2,12,13,4
0.062,0.026,0.706,34,5,11,13,5
0.06,0.045,0.736,44,7,14,18,5
0.147,0.029,0.708,69,13,21,23,12
0.084,0.017,0.736,37,10,7,15,5
0.108,0.074,0.659,44,10,9,22,3
0.093,0.016,0.712,39,4,15,15,5
0.077,0.029,0.779,26,4,8,9,5
0.065,0.077,0.714,21,6,4,9,2
0.1,0.067,0.733,60,5,18,25,12
0.047,0.009,0.887,53,13,13,22,5
0.101,0.056,0.816,36,6,12,10,8
0.085,0.049,0.731,59,8,17,22,12
0.051,0.05,0.379,102,17,14,63,8
0.08,0.045,0.802,55,6,18,16,15
0.04,0.02,0.78,50,5,22,15,8
0.101,0.012,0.792,21,3,5,11,2
0.131,0.042,0.685,21,4,7,4,6
0.099,0.034,0.721,48,4,20,15,9
0.067,0.055,0.669,43,5,17,19,2
0.15,0.06,0.71,25,5,9,8,3
0.06,0.032,0.77,123,13,42,44,24
0.094,0.069,0.712,72,10,24,21,17
0.04,0.065,0.695,25,2,11,9,3
0.093,0.07,0.773,93,15,29,36,13
0.078,0.042,0.589,24,2,11,9,2
0.114,0.023,0.727,22,5,6,6,5
0.066,0.056,0.72,38,7,10,16,5
0.079,0.046,0.743,38,3,18,13,4
0.137,0.06,0.613,21,5,6,7,3
0.065,0.034,0.628,44,4,16,14,10
0.105,0.045,0.73,25,4,9,6,6
0.072,0.005,0.808,26,0,9,16,1
0.042,0.009,0.838,27,7,8,7,5
0.071,0.06,0.821,21,6,7,6,2
0.091,0.027,0.855,37,4,15,12,6
0.071,0.004,0.725,35,4,7,17,7
0.171,0.059,0.77,19,2,4,10,3
0.142,0.009,0.677,29,7,8,13,1
0.054,0.03,0.869,21,5,5,7,4
0.051,0.065,0.773,54,7,15,29,3
0.139,0.035,0.826,18,2,7,7,2
0.094,0.025,0.831,20,3,6,7,4
0.135,0.055,0.77,25,3,9,9,4
0.131,0.045,0.733,22,3,6,11,2
0.062,0.038,0.844,36,7,6,20,3
0.069,0.06,0.759,27,2,8,17,0
0.06,0.055,0.685,25,6,10,2,7
0.083,0.02,0.698,50,5,16,23,6
0.091,0.047,0.738,40,7,15,11,7
0.054,0.111,0.69,62,3,29,13,17
0.097,0.02,0.638,49,7,11,26,5
0.055,0.095,0.77,25,1,8,11,5
0.055,0.033,0.772,50,9,17,21,3
0.201,0.035,0.764,18,2,6,8,2
0.16,0.055,0.745,25,3,10,8,4
0.112,0.016,0.795,39,3,16,14,6
0.073,0.017,0.715,36,8,13,11,4
0.113,0.083,0.756,21,5,8,4,4
0.071,0.022,0.788,101,9,30,47,15
0.105,0.04,0.712,56,5,16,31,4
0.141,0.042,0.715,39,9,12,11,7
0.133,0.071,0.729,30,4,14,5,7
0.057,0.025,0.789,70,5,28,32,5
0.092,0.039,0.763,19,3,9,3,4
0.108,0.062,0.739,22,4,3,13,2
0.116,0.06,0.708,69,18,17,20,14
0.038,0.082,0.75,23,3,10,8,2
0.113,0.023,0.613,32,7,11,11,3
0.119,0.012,0.723,41,2,13,16,10
0.07,0.04,0.65,25,5,9,7,4
0.0,0.0,0.905,412,0,0,412,0
0.099,0.038,0.74,49,9,18,11,11
0.086,0.044,0.743,236,25,96,81,34
0.089,0.039,0.8,55,9,15,23,8
0.097,0.072,0.756,40,9,14,10,7
0.119,0.036,0.766,63,11,16,23,13
0.044,0.042,0.706,48,6,17,14,11
0.091,0.047,0.759,29,4,12,7,6
0.155,0.04,0.765,25,5,6,11,3
0.09,0.04,0.79,25,3,9,11,2
0.085,0.049,0.795,28,3,10,11,4
0.028,0.058,0.675,50,7,9,28,6
0.062,0.034,0.722,22,3,11,5,3
0.05,0.04,0.74,118,13,40,48,17
0.092,0.072,0.73,38,5,12,15,6
0.071,0.022,0.621,28,3,11,6,8
0.101,0.012,0.839,21,4,5,8,4
0.065,0.13,0.761,23,5,5,6,7
0.142,0.069,0.754,29,6,10,12,1
0.161,0.068,0.729,24,5,7,8,4
0.075,0.028,0.706,68,9,25,24,10
0.087,0.031,0.831,20,4,6,7,3
0.062,0.008,0.829,30,4,9,8,9
0.099,0.024,0.836,121,12,48,43,18
0.13,0.065,0.674,23,5,6,7,5
0.048,0.018,0.811,49,4,20,16,9
0.155,0.089,0.708,21,4,10,5,2
0.068,0.043,0.798,44,3,18,16,7
0.125,0.058,0.674,28,5,7,12,4
0.065,0.08,0.755,50,9,12,23,6
0.093,0.049,0.74,51,7,15,20,9
0.09,0.06,0.77,25,3,6,12,4
0.139,0.102,0.648,27,7,6,10,4
0.069,0.035,0.729,18,3,7,7,1
0.156,0.021,0.74,24,4,8,10,2
0.12,0.065,0.735,50,9,12,23,6
0.109,0.036,0.771,24,3,9,10,2
0.097,0.026,0.735,49,9,19,10,11
0.15,0.087,0.713,20,4,6,6,4
0.08,0.031,0.778,36,3,11,17,5
0.086,0.026,0.819,29,5,10,12,2
0.068,0.05,0.784,203,21,63,86,33
0.071,0.047,0.725,51,7,13,27,4
0.053,0.031,0.864,57,12,21,21,3
0.108,0.037,0.774,37,5,16,13,3
0.052,0.028,0.753,36,7,12,12,5
0.067,0.038,0.74,39,9,10,18,2
0.102,0.066,0.709,49,13,14,20,2
0.109,0.032,0.859,31,1,13,15,2
0.151,0.034,0.677,29,4,9,12,4
0.071,0.083,0.752,53,6,18,24,5
0.094,0.046,0.822,52,6,18,23,5
0.081,0.015,0.787,17,2,7,7,1
0.119,0.031,0.8,20,3,8,7,2
0.056,0.014,0.931,18,1,7,9,1
0.071,0.067,0.671,63,11,20,26,6
0.109,0.021,0.661,24,2,8,5,9
0.071,0.018,0.863,21,2,8,8,3
0.054,0.032,0.857,175,17,47,102,9
0.12,0.047,0.833,24,3,9,10,2
0.012,0.042,0.899,21,3,7,9,2
0.119,0.067,0.681,45,2,17,14,12
0.072,0.099,0.776,19,2,7,6,4
0.072,0.092,0.73,19,1,10,5,3
0.077,0.016,0.81,31,5,12,11,3
0.139,0.019,0.775,45,6,15,19,5
0.227,0.11,0.511,33,10,4,14,5
0.085,0.027,0.761,47,8,13,24,2
0.052,0.065,0.758,48,2,16,24,6
0.089,0.054,0.762,21,1,9,8,3
0.095,0.03,0.827,21,2,7,7,5
0.057,0.052,0.891,24,2,11,9,2
0.059,0.039,0.691,19,5,6,5,3
0.09,0.0,0.854,18,3,6,5,4
0.074,0.065,0.787,27,6,9,9,3
0.106,0.051,0.657,27,4,7,15,1
0.068,0.047,0.719,24,2,8,12,2
0.04,0.028,0.835,31,1,13,11,6
0.044,0.044,0.782,54,7,17,23,7
0.101,0.006,0.75,21,4,6,9,2
0.059,0.051,0.831,17,2,5,7,3
0.081,0.05,0.743,175,29,59,66,21
0.114,0.038,0.697,33,6,13,12,2
0.103,0.011,0.827,34,3,9,16,6
0.034,0.027,0.697,33,8,7,15,3
0.109,0.049,0.75,54,4,22,19,9
0.09,0.083,0.771,18,3,5,9,1
0.062,0.021,0.65,30,3,5,19,3
0.112,0.039,0.677,29,7,10,8,4
0.062,0.125,0.75,16,2,5,7,2
0.055,0.051,0.707,32,5,13,11,3
0.098,0.043,0.772,23,3,8,9,3
0.055,0.007,0.732,34,7,15,7,5
0.117,0.073,0.746,31,6,6,15,4
0.0,0.0,0.071,28,2,2,24,0
0.177,0.047,0.693,24,5,8,6,5
0.097,0.052,0.722,31,4,9,14,4
0.069,0.0,0.931,27,2,12,9,4
0.085,0.049,0.695,41,11,12,11,7
0.179,0.038,0.731,39,7,15,10,7
0.081,0.054,0.733,121,14,47,36,24
0.102,0.046,0.679,81,12,30,28,11
0.049,0.034,0.765,33,5,9,15,4
0.121,0.029,0.736,35,3,13,10,9
0.083,0.036,0.786,21,3,9,5,4
0.075,0.03,0.815,50,5,15,24,6
0.123,0.052,0.689,74,13,27,28,6
0.04,0.035,0.805,25,1,10,8,6
0.059,0.051,0.89,17,2,6,7,2
0.102,0.074,0.733,22,5,9,8,0
0.091,0.03,0.797,37,2,18,11,6
0.094,0.036,0.763,84,11,20,38,15
0.08,0.031,0.753,44,4,19,16,5
0.069,0.006,0.925,20,4,5,7,4
0.089,0.03,0.791,55,7,20,24,4
0.085,0.08,0.728,28,2,9,15,2
0.081,0.081,0.738,20,1,10,7,2
0.079,0.059,0.651,19,2,8,6,3
0.091,0.067,0.764,26,4,8,8,6
0.114,0.062,0.789,58,7,22,20,9
0.11,0.015,0.699,17,3,7,4,3
0.141,0.043,0.663,46,12,15,17,2
0.079,0.055,0.704,68,11,20,25,12
0.109,0.016,0.833,24,2,7,9,6
0.066,0.056,0.778,40,8,13,15,4
0.091,0.068,0.795,22,4,4,7,7
0.079,0.045,0.753,97,6,35,37,19
0.093,0.061,0.764,97,14,32,38,13
0.08,0.039,0.713,77,6,34,24,13
0.067,0.046,0.654,30,5,9,11,5
0.075,0.037,0.654,30,3,12,9,6
0.065,0.047,0.652,119,19,34,45,21
0.173,0.071,0.756,21,4,8,4,5
0.08,0.048,0.786,174,21,58,62,33
0.062,0.018,0.596,34,5,10,19,0
0.08,0.029,0.748,56,9,19,22,6
0.138,0.051,0.657,39,10,13,12,4
0.055,0.055,0.73,25,8,4,9,4
0.103,0.022,0.668,29,4,10,9,6
0.112,0.069,0.793,38,8,17,10,3
0.112,0.026,0.651,19,3,7,6,3
0.044,0.042,0.514,45,5,11,25,4
0.069,0.041,0.788,49,9,16,13,11
0.092,0.033,0.717,38,5,12,14,7
0.114,0.033,0.723,23,6,7,9,1
0.073,0.06,0.741,79,6,29,24,20
0.139,0.021,0.729,18,4,8,5,1
0.098,0.076,0.683,28,4,9,9,6
0.069,0.037,0.745,27,6,8,8,5
0.101,0.057,0.733,37,10,7,16,4
0.068,0.049,0.748,74,8,25,26,15
0.121,0.036,0.701,28,2,10,12,4
0.076,0.049,0.784,33,5,13,9,6
0.125,0.044,0.669,31,6,7,13,5
0.062,0.034,0.858,22,4,5,10,3
0.069,0.016,0.777,94,16,32,37,9
0.097,0.074,0.606,27,3,10,4,10
0.117,0.025,0.725,15,1,7,5,2
0.094,0.037,0.744,40,5,14,17,4
0.081,0.035,0.73,332,60,96,133,43
0.07,0.015,0.635,25,3,8,9,5
0.12,0.058,0.745,26,4,8,9,5
0.045,0.035,0.698,36,6,12,14,4
0.089,0.042,0.774,21,4,6,8,3
0.065,0.098,0.707,23,3,9,6,5
0.115,0.087,0.721,26,5,9,5,7
0.049,0.013,0.759,28,5,7,13,3
0.1,0.032,0.77,51,10,10,22,9
0.08,0.042,0.75,39,5,18,11,5
0.077,0.062,0.8,50,6,17,20,7
0.11,0.059,0.654,17,2,8,2,5
0.078,0.047,0.656,32,7,11,12,2
0.061,0.042,0.764,45,7,13,22,3
0.052,0.06,0.736,46,3,15,17,11
0.07,0.037,0.738,84,11,27,37,9
0.185,0.071,0.601,21,7,3,8,3
0.129,0.073,0.694,29,4,12,12,1
0.081,0.037,0.72,37,7,11,16,3
0.076,0.056,0.763,38,9,10,10,9
0.047,0.046,0.417,222,25,36,145,16
0.216,0.028,0.619,22,5,7,6,4
0.207,0.078,0.684,32,7,11,12,2
0.043,0.035,0.797,32,2,11,16,3
0.055,0.035,0.83,25,2,10,9,4
0.102,0.02,0.723,32,4,14,12,2
0.117,0.039,0.781,16,3,7,5,1
0.057,0.068,0.699,85,14,28,34,9
0.082,0.117,0.77,32,9,5,13,5
0.099,0.05,0.816,57,8,20,22,7
0.082,0.06,0.815,23,4,12,3,4
0.047,0.026,0.677,24,1,7,15,1
0.045,0.045,0.83,25,3,8,10,4
0.08,0.043,0.805,70,7,27,22,14
0.075,0.042,0.861,45,3,18,21,3
0.098,0.074,0.804,42,6,19,12,5
0.068,0.068,0.836,35,3,13,11,8
0.076,0.025,0.881,59,12,14,24,9
0.078,0.057,0.717,88,10,27,45,6
0.099,0.026,0.796,38,7,14,11,6
0.077,0.067,0.67,75,12,24,32,7
0.085,0.044,0.739,68,15,24,21,8
0.074,0.023,0.858,22,4,6,10,2
0.057,0.034,0.828,37,7,15,11,4
0.091,0.102,0.686,33,6,13,7,7
0.073,0.05,0.83,301,33,103,119,46
0.119,0.025,0.806,20,5,4,7,4
0.087,0.048,0.712,26,1,11,10,4
0.073,0.035,0.741,53,9,18,20,6
0.059,0.072,0.605,19,4,4,7,4
0.059,0.062,0.754,104,11,36,34,23
0.084,0.039,0.805,55,4,21,18,12
0.022,0.029,0.39,34,4,6,24,0
0.074,0.047,0.683,56,7,23,18,8
0.105,0.068,0.527,50,9,18,18,5
0.125,0.016,0.73,31,7,9,13,2
0.086,0.047,0.805,96,15,31,41,9
0.042,0.028,0.875,18,2,5,10,1
0.044,0.032,0.665,31,7,5,19,0
0.073,0.024,0.681,36,5,14,13,4
0.092,0.058,0.75,30,8,8,12,2
0.09,0.035,0.635,25,4,8,10,3
0.078,0.094,0.578,16,3,9,3,1
0.075,0.014,0.825,35,3,11,19,2
0.083,0.035,0.771,18,3,4,9,2
0.062,0.047,0.682,24,3,6,10,5
0.096,0.118,0.669,17,4,9,3,1
0.01,0.052,0.562,24,3,7,12,2
0.116,0.047,0.733,29,6,9,12,2
0.049,0.054,0.647,28,6,9,10,3
0.044,0.032,0.773,66,14,22,28,2
0.09,0.01,0.66,25,4,7,9,5
0.045,0.006,0.692,39,3,13,18,5
0.082,0.058,0.707,26,5,7,10,4
0.075,0.033,0.792,30,4,8,12,6
0.079,0.013,0.697,19,1,7,7,4
0.044,0.048,0.81,31,5,8,17,1
0.081,0.04,0.756,65,6,26,26,7
0.163,0.053,0.668,26,4,8,11,3
0.062,0.026,0.765,34,2,12,17,3
0.135,0.016,0.807,24,4,6,7,7
0.176,0.057,0.713,37,7,15,13,2
0.082,0.005,0.783,23,3,9,9,2
0.082,0.057,0.694,72,7,31,28,6
0.141,0.135,0.474,24,6,7,4,7
0.04,0.02,0.7,25,2,9,12,2
0.056,0.03,0.809,38,4,13,15,6
0.045,0.025,0.73,25,3,6,12,4
0.057,0.054,0.747,233,48,61,91,33
0.087,0.025,0.637,20,2,6,11,1
0.0,0.0,0.0,46,1,0,45,0
0.066,0.008,0.801,32,5,12,8,7
0.153,0.118,0.674,18,2,6,6,4
0.098,0.045,0.795,33,4,10,13,6
0.0,0.0,1.0,48,0,0,48,0
0.078,0.042,0.714,24,7,5,11,1
0.096,0.062,0.642,30,9,8,9,4
0.167,0.034,0.708,33,6,8,15,4
0.107,0.03,0.673,21,6,8,6,1
0.027,0.043,0.625,23,8,7,6,2
0.1,0.016,0.829,54,4,19,30,1
0.036,0.0,0.107,35,4,1,30,0
0.062,0.051,0.705,22,3,6,12,1
0.051,0.023,0.852,27,6,6,10,5
0.061,0.047,0.821,182,16,59,76,31
0.079,0.056,0.784,62,5,27,18,12
0.083,0.019,0.713,27,4,7,11,5
0.139,0.046,0.704,27,4,8,13,2
0.062,0.047,0.766,32,3,13,15,1
0.06,0.026,0.768,48,7,19,20,2
0.095,0.009,0.793,29,2,10,10,7
0.069,0.025,0.756,20,5,4,9,2
0.09,0.035,0.708,18,3,3,9,3
0.065,0.069,0.644,27,5,11,5,6
0.082,0.089,0.714,35,4,15,13,3
0.107,0.06,0.69,21,7,4,8,2
0.096,0.043,0.748,53,7,21,19,6
0.064,0.03,0.875,33,6,12,8,7
0.008,0.008,0.85,15,1,4,8,2
0.082,0.025,0.828,61,10,15,30,6
0.125,0.045,0.769,33,2,10,15,6
0.115,0.038,0.715,76,14,23,26,13
0.082,0.051,0.68,32,5,9,10,8
0.043,0.021,0.793,35,5,11,14,5
0.051,0.026,0.799,81,9,26,33,13
0.101,0.083,0.72,21,5,6,7,3
0.062,0.051,0.739,34,6,11,12,5
0.101,0.053,0.678,138,23,53,44,18
0.121,0.039,0.668,29,2,8,13,6
0.046,0.038,0.5,65,8,11,40,6
0.063,0.042,0.707,69,11,18,33,7
