positive_score,negative_score,objective_score,word_count,adj_count,verb_count,noun_count,adv_count
0.042,0.062,0.854,24,5,8,8,3
0.05,0.006,0.644,20,2,5,11,2
0.114,0.016,0.652,23,6,7,4,6
0.072,0.023,0.845,33,5,10,16,2
0.096,0.048,0.769,138,27,40,61,10
0.048,0.047,0.859,86,12,36,26,12
0.067,0.02,0.82,43,1,13,25,4
0.048,0.037,0.681,47,3,15,23,6
0.039,0.024,0.818,42,6,12,20,4
0.082,0.038,0.685,46,8,10,23,5
0.08,0.038,0.799,36,6,9,16,5
0.051,0.068,0.686,133,17,50,44,22
0.128,0.078,0.605,37,10,9,10,8
0.067,0.022,0.696,28,3,7,14,4
0.068,0.051,0.79,22,0,10,10,2
0.004,0.0,0.254,35,2,4,26,3
0.074,0.061,0.694,47,6,19,16,6
0.067,0.027,0.763,28,4,9,10,5
0.045,0.033,0.762,50,10,13,24,3
0.028,0.116,0.708,27,3,12,6,6
0.144,0.006,0.75,20,1,10,8,1
0.107,0.071,0.658,49,7,16,20,6
0.064,0.061,0.747,39,3,15,14,7
0.086,0.052,0.793,434,47,164,147,76
0.08,0.013,0.786,66,7,19,35,5
0.02,0.013,0.914,19,0,7,9,3
0.125,0.095,0.685,21,2,7,5,7
0.03,0.044,0.709,37,7,10,14,6
0.055,0.052,0.799,43,6,22,11,4
0.055,0.045,0.788,578,71,188,240,79
0.078,0.062,0.78,75,12,25,24,14
0.07,0.012,0.652,64,5,19,36,4
0.08,0.047,0.732,64,10,18,31,5
0.117,0.071,0.75,49,8,19,16,6
0.059,0.028,0.815,81,10,31,26,14
0.102,0.043,0.834,49,5,12,25,7
0.006,0.03,0.917,21,1,4,12,4
0.09,0.098,0.75,32,6,11,12,3
0.092,0.017,0.792,30,4,10,12,4
0.039,0.023,0.75,16,1,4,11,0
0.09,0.04,0.776,53,8,19,18,8
0.049,0.062,0.889,18,2,6,8,2
0.125,0.043,0.745,23,5,5,6,7
0.044,0.043,0.623,200,28,43,112,17
0.1,0.032,0.718,240,36,56,128,20
0.084,0.046,0.728,190,30,51,95,14
0.093,0.049,0.785,54,8,22,18,6
0.035,0.06,0.825,25,2,9,10,4
0.099,0.05,0.817,58,10,15,24,9
0.024,0.0,0.149,52,3,10,38,1
0.079,0.043,0.805,41,7,15,15,4
0.129,0.031,0.746,32,2,11,16,3
0.048,0.033,0.779,57,7,16,23,11
0.113,0.051,0.711,32,8,6,18,0
0.079,0.032,0.704,27,3,10,7,7
0.165,0.029,0.629,34,6,8,13,7
0.057,0.077,0.676,42,5,13,15,9
0.052,0.022,0.559,79,8,21,39,11
0.072,0.025,0.753,40,0,13,19,8
0.077,0.036,0.744,21,2,10,8,1
0.11,0.028,0.811,59,6,24,18,11
0.056,0.043,0.623,72,8,22,34,8
0.086,0.034,0.773,186,33,62,67,24
0.083,0.053,0.713,219,41,67,98,13
0.156,0.047,0.589,24,5,8,6,5
0.158,0.067,0.708,30,6,9,10,5
0.066,0.041,0.761,83,11,27,35,10
0.083,0.024,0.726,36,4,8,17,7
0.151,0.026,0.789,29,4,6,16,3
0.013,0.02,0.702,49,9,9,28,3
0.143,0.03,0.732,21,2,7,9,3
0.046,0.031,0.633,121,12,41,61,7
0.06,0.014,0.7,62,8,14,34,6
0.066,0.049,0.48,301,41,61,172,27
0.054,0.053,0.811,97,14,28,43,12
0.082,0.092,0.744,61,11,18,20,12
0.051,0.026,0.862,49,4,15,23,7
0.13,0.037,0.759,27,3,13,7,4
0.081,0.042,0.715,209,28,73,71,37
0.05,0.045,0.423,226,25,37,147,17
0.071,0.033,0.853,23,2,8,9,4
0.053,0.025,0.847,40,2,10,22,6
0.131,0.04,0.739,22,1,10,6,5
0.091,0.011,0.716,22,5,5,8,4
0.034,0.057,0.682,22,3,7,10,2
0.12,0.029,0.697,26,4,8,12,2
0.014,0.013,0.48,148,3,18,124,3
0.072,0.059,0.763,19,3,3,11,2
0.109,0.0,0.63,23,2,9,7,5
0.069,0.039,0.812,38,6,12,14,6
0.066,0.025,0.757,172,18,57,57,40
0.068,0.045,0.811,66,11,25,20,10
0.052,0.045,0.425,226,26,38,145,17
0.123,0.077,0.711,68,11,21,27,9
0.131,0.062,0.761,22,5,5,9,3
0.15,0.013,0.738,20,4,7,5,4
0.084,0.033,0.77,80,11,30,26,13
0.108,0.041,0.743,37,4,14,10,9
0.115,0.075,0.69,25,4,10,8,3
0.054,0.024,0.732,21,5,6,6,4
0.066,0.024,0.826,36,2,10,18,6
0.086,0.027,0.668,32,5,10,12,5
0.068,0.085,0.71,22,3,5,8,6
0.122,0.049,0.759,43,9,10,14,10
0.032,0.012,0.794,31,7,6,15,3
0.068,0.031,0.817,84,7,22,43,12
0.026,0.04,0.728,34,5,11,11,7
0.061,0.064,0.749,175,26,57,71,21
0.046,0.039,0.571,128,9,31,81,7
0.143,0.041,0.735,49,10,13,24,2
0.059,0.081,0.625,17,0,6,5,6
0.073,0.038,0.722,36,7,11,13,5
0.074,0.117,0.787,47,5,18,20,4
0.061,0.027,0.765,41,6,13,14,8
0.016,0.094,0.682,24,3,9,8,4
0.061,0.046,0.786,84,9,34,30,11
0.038,0.041,0.806,113,14,33,55,11
0.08,0.068,0.697,161,17,70,56,18
0.085,0.037,0.79,34,7,9,16,2
0.072,0.041,0.838,40,5,15,17,3
0.087,0.058,0.749,208,31,71,76,30
0.089,0.054,0.762,21,3,6,8,4
0.062,0.048,0.824,76,8,26,34,8
0.049,0.027,0.864,33,3,10,12,8
0.064,0.04,0.75,41,4,12,22,3
0.127,0.038,0.622,75,10,24,30,11
0.0,0.0,0.028,36,4,0,32,0
0.08,0.017,0.724,101,15,28,49,9
0.11,0.053,0.746,33,5,10,16,2
0.106,0.037,0.703,58,10,19,23,6
0.021,0.016,0.839,24,1,11,9,3
0.119,0.067,0.698,43,3,18,17,5
0.153,0.074,0.662,27,8,6,9,4
0.099,0.055,0.753,43,5,16,15,7
0.015,0.0,0.21,151,23,8,119,1
0.091,0.039,0.78,67,12,20,30,5
0.08,0.034,0.786,179,23,53,87,16
0.105,0.041,0.773,49,7,11,19,12
0.065,0.044,0.775,60,10,18,28,4
0.074,0.08,0.718,39,7,19,7,6
0.076,0.028,0.779,77,6,23,34,14
0.04,0.04,0.79,31,3,10,14,4
0.039,0.007,0.849,19,1,5,13,0
0.196,0.042,0.714,21,5,7,5,4
0.153,0.045,0.801,22,5,6,9,2
0.125,0.077,0.75,21,5,7,3,6
0.165,0.036,0.656,28,5,11,11,1
0.109,0.02,0.715,32,5,13,11,3
0.062,0.007,0.773,38,1,11,25,1
0.089,0.046,0.804,49,8,14,21,6
0.107,0.013,0.844,28,4,9,9,6
0.102,0.041,0.673,49,7,15,21,6
0.113,0.067,0.787,30,5,10,8,7
0.088,0.061,0.661,84,11,28,39,6
0.1,0.045,0.775,25,2,9,12,2
0.138,0.054,0.689,76,12,25,32,7
0.116,0.014,0.796,27,6,7,9,5
0.093,0.044,0.766,31,5,12,10,4
0.103,0.031,0.8,45,7,15,14,9
0.131,0.08,0.653,22,6,5,8,3
0.083,0.042,0.78,21,5,7,5,4
0.111,0.087,0.632,53,14,12,21,6
0.017,0.026,0.681,29,6,6,15,2
0.094,0.075,0.742,45,8,16,18,3
0.108,0.096,0.629,30,5,7,12,6
0.061,0.038,0.656,49,4,22,16,7
0.078,0.128,0.753,48,10,12,17,9
0.0,0.029,0.794,17,0,6,8,3
0.003,0.008,0.173,49,11,5,33,0
0.045,0.056,0.856,47,6,13,22,6
0.072,0.068,0.769,33,7,11,11,4
0.091,0.006,0.678,40,8,11,14,7
0.121,0.101,0.617,31,8,12,8,3
0.062,0.042,0.8,83,17,22,33,11
0.07,0.048,0.775,84,13,35,25,11
0.073,0.013,0.81,29,5,8,10,6
0.039,0.0,0.645,19,1,5,8,5
0.12,0.021,0.731,47,7,13,25,2
0.079,0.025,0.762,30,2,7,14,7
0.063,0.078,0.775,107,16,32,44,15
0.106,0.042,0.796,54,8,17,23,6
0.12,0.042,0.63,24,5,5,12,2
0.062,0.049,0.721,280,45,86,116,33
0.089,0.042,0.745,24,5,7,8,4
0.09,0.069,0.79,78,14,31,23,10
0.069,0.058,0.742,76,6,35,17,18
0.04,0.046,0.676,265,31,69,136,29
0.098,0.049,0.707,41,9,11,18,3
0.163,0.038,0.606,26,4,9,9,4
0.059,0.017,0.826,81,10,28,28,15
0.108,0.03,0.765,83,8,30,37,8
0.023,0.053,0.833,33,2,15,9,7
0.072,0.059,0.721,47,8,17,15,7
0.064,0.033,0.861,72,12,21,31,8
0.029,0.013,0.303,759,98,106,527,28
0.072,0.01,0.688,26,5,5,11,5
0.123,0.072,0.728,52,4,21,19,8
0.135,0.062,0.635,36,10,15,9,2
0.088,0.047,0.824,74,11,27,28,8
0.082,0.034,0.616,41,8,8,24,1
0.103,0.038,0.705,78,10,30,22,16
0.073,0.037,0.804,58,3,17,19,19
0.064,0.036,0.713,268,24,88,105,51
0.094,0.025,0.831,20,5,5,10,0
0.053,0.03,0.917,33,3,11,14,5
0.109,0.035,0.855,32,7,5,15,5
0.049,0.062,0.833,18,0,8,7,3
0.062,0.068,0.726,42,3,11,20,8
0.137,0.048,0.815,21,1,11,5,4
0.081,0.074,0.718,79,6,33,25,15
0.065,0.04,0.764,276,36,99,85,56
0.073,0.058,0.745,177,30,54,70,23
0.082,0.022,0.766,23,2,8,12,1
0.066,0.039,0.801,32,3,10,15,4
0.123,0.048,0.629,65,10,20,23,12
0.165,0.01,0.625,25,3,7,11,4
0.051,0.022,0.691,68,4,20,23,21
0.135,0.048,0.663,39,3,17,11,8
0.191,0.026,0.783,19,4,3,9,3
0.056,0.039,0.852,38,10,11,10,7
0.085,0.075,0.625,65,10,20,24,11
0.115,0.033,0.752,50,9,20,15,6
0.104,0.045,0.718,121,17,35,47,22
0.092,0.078,0.741,56,8,22,15,11
0.106,0.087,0.656,20,1,10,7,2
0.065,0.07,0.81,178,25,56,73,24
0.07,0.054,0.734,77,10,21,38,8
0.033,0.027,0.853,23,2,9,9,3
0.089,0.023,0.745,49,8,13,19,9
0.042,0.047,0.703,24,1,9,7,7
0.056,0.025,0.748,164,14,54,74,22
0.096,0.04,0.6,171,26,52,75,18
0.049,0.091,0.811,41,5,14,18,4
0.1,0.068,0.711,74,11,24,30,9
0.083,0.06,0.667,21,4,8,8,1
0.085,0.051,0.788,396,67,134,138,57
0.075,0.039,0.774,332,46,103,150,33
0.028,0.008,0.577,31,4,11,13,3
0.087,0.062,0.705,75,9,25,30,11
0.061,0.101,0.649,37,7,9,18,3
0.075,0.044,0.731,20,3,5,11,1
0.09,0.06,0.705,289,49,95,108,37
0.092,0.041,0.717,80,13,21,38,8
0.077,0.028,0.605,31,6,11,14,0
0.052,0.068,0.793,46,9,12,22,3
0.071,0.012,0.869,42,7,13,17,5
0.054,0.029,0.891,39,3,14,11,11
0.077,0.075,0.752,52,7,18,19,8
0.077,0.077,0.524,31,5,10,12,4
0.098,0.016,0.668,23,3,10,8,2
0.093,0.054,0.739,35,4,15,11,5
0.06,0.036,0.81,42,8,13,18,3
0.09,0.076,0.778,18,1,9,7,1
0.074,0.054,0.734,116,19,27,58,12
0.138,0.042,0.712,65,13,16,25,11
0.125,0.071,0.708,21,5,6,7,3
0.091,0.037,0.774,41,3,14,18,6
0.084,0.036,0.798,49,9,13,24,3
0.07,0.016,0.664,16,1,6,6,3
0.064,0.024,0.863,41,6,12,20,3
0.071,0.006,0.875,21,1,5,12,3
0.059,0.028,0.805,166,15,48,79,24
0.104,0.077,0.747,42,10,13,16,3
0.079,0.033,0.73,19,3,4,10,2
0.058,0.036,0.78,182,15,65,83,19
0.079,0.055,0.727,210,38,57,89,26
0.143,0.033,0.718,95,20,22,34,19
0.106,0.023,0.685,27,5,8,11,3
0.092,0.049,0.746,186,26,57,90,13
0.11,0.029,0.743,51,7,12,19,13
0.052,0.038,0.802,46,3,17,18,8
0.129,0.035,0.586,32,6,3,15,8
0.09,0.041,0.733,279,60,80,103,36
0.125,0.075,0.7,40,7,11,11,11
0.044,0.03,0.872,37,8,8,12,9
0.125,0.088,0.669,17,2,6,7,2
0.071,0.016,0.696,46,5,12,23,6
0.041,0.03,0.767,37,4,13,14,6
0.059,0.048,0.835,34,3,15,8,8
0.125,0.03,0.607,21,5,6,10,0
0.117,0.053,0.799,33,8,9,9,7
0.081,0.048,0.607,34,6,11,12,5
0.062,0.028,0.773,22,3,8,9,2
0.03,0.014,0.848,46,5,11,21,9
0.069,0.023,0.646,65,6,25,24,10
0.062,0.048,0.801,34,3,11,13,7
0.101,0.034,0.695,41,1,16,15,9
0.097,0.038,0.824,49,5,20,23,1
0.132,0.048,0.75,57,13,19,23,2
0.053,0.053,0.809,47,5,18,20,4
0.039,0.061,0.678,45,4,16,22,3
0.077,0.085,0.774,31,3,8,15,5
0.113,0.052,0.738,31,6,11,8,6
0.102,0.039,0.678,94,13,31,31,19
0.103,0.041,0.798,52,10,17,16,9
0.062,0.058,0.779,69,4,34,19,12
0.099,0.077,0.742,49,8,17,18,6
0.042,0.016,0.651,24,3,7,13,1
0.117,0.049,0.737,133,28,42,44,19
0.066,0.048,0.758,125,14,37,62,12
0.07,0.023,0.86,43,10,11,18,4
0.037,0.051,0.735,17,2,4,10,1
0.012,0.077,0.815,21,2,4,11,4
0.099,0.011,0.831,34,7,12,9,6
0.144,0.025,0.781,40,5,16,16,3
0.078,0.102,0.664,32,6,11,10,5
0.097,0.069,0.611,27,4,15,7,1
0.051,0.057,0.71,22,5,3,10,4
0.06,0.02,0.761,44,6,13,21,4
0.093,0.047,0.731,131,19,51,51,10
0.106,0.051,0.75,54,7,18,19,10
0.109,0.042,0.807,24,6,6,9,3
0.074,0.045,0.803,229,29,80,85,35
0.09,0.052,0.772,184,27,65,66,26
0.056,0.03,0.741,29,4,9,14,2
0.117,0.075,0.775,30,5,9,10,6
0.072,0.056,0.781,294,45,106,99,44
0.114,0.085,0.756,22,2,10,6,4
0.007,0.079,0.862,19,2,8,5,4
0.066,0.051,0.824,17,1,9,5,2
0.078,0.0,0.609,16,1,6,7,2
0.084,0.035,0.75,46,6,18,16,6
0.079,0.051,0.77,160,19,69,57,15
0.076,0.045,0.808,139,11,56,54,18
0.046,0.039,0.821,74,5,29,32,8
0.054,0.031,0.824,44,5,17,14,8
0.034,0.026,0.664,29,3,10,11,5
0.05,0.05,0.746,209,25,74,88,22
0.022,0.016,0.745,23,1,7,12,3
0.057,0.034,0.697,33,3,7,19,4
0.077,0.09,0.766,76,15,23,25,13
0.132,0.049,0.764,18,3,6,9,0
0.055,0.048,0.75,34,7,9,13,5
0.064,0.038,0.712,59,11,16,31,1
0.147,0.08,0.701,28,6,5,16,1
0.039,0.014,0.718,35,3,15,15,2
0.08,0.037,0.729,91,8,35,33,15
0.095,0.021,0.716,95,11,33,39,12
0.06,0.057,0.658,84,14,23,38,9
0.087,0.068,0.814,33,3,13,11,6
0.093,0.029,0.647,39,4,10,20,5
0.085,0.009,0.692,28,4,8,10,6
0.061,0.032,0.798,55,6,20,26,3
0.047,0.066,0.793,32,2,15,14,1
0.082,0.043,0.691,76,13,26,29,8
0.078,0.003,0.726,83,7,28,31,17
0.132,0.022,0.787,17,3,5,6,3
0.048,0.036,0.809,141,17,48,53,23
0.094,0.045,0.767,53,12,17,12,12
0.038,0.033,0.793,73,7,26,28,12
0.095,0.069,0.653,71,15,20,23,13
0.072,0.035,0.745,54,3,17,23,11
0.064,0.057,0.785,64,9,21,28,6
0.095,0.031,0.762,170,24,59,55,32
0.085,0.073,0.746,31,1,10,14,6
0.031,0.026,0.339,154,8,16,126,4
0.113,0.041,0.736,200,27,65,68,40
0.071,0.035,0.72,708,88,243,257,120
0.091,0.054,0.723,227,25,86,99,17
0.121,0.016,0.738,32,5,8,13,6
0.051,0.031,0.775,56,4,15,29,8
0.138,0.039,0.612,19,4,6,7,2
0.083,0.08,0.7,80,13,24,24,19
0.08,0.051,0.778,22,2,6,10,4
0.062,0.021,0.75,24,2,6,10,6
0.148,0.033,0.793,38,6,12,13,7
0.033,0.04,0.798,123,20,16,78,9
0.082,0.061,0.742,113,10,46,39,18
0.061,0.092,0.732,61,9,17,29,6
0.095,0.052,0.707,41,8,15,18,0
0.06,0.006,0.839,21,2,7,9,3
0.141,0.036,0.656,48,6,20,12,10
0.086,0.069,0.845,38,7,17,10,4
0.058,0.038,0.754,327,52,84,172,19
0.109,0.059,0.75,85,8,30,31,16
0.062,0.054,0.848,28,3,10,12,3
0.098,0.045,0.826,64,10,21,22,11
0.122,0.045,0.705,39,7,14,14,4
0.029,0.015,0.76,51,4,16,23,8
0.051,0.0,0.831,17,1,7,6,3
0.038,0.034,0.697,26,5,11,7,3
0.093,0.047,0.708,256,41,86,87,42
0.09,0.061,0.743,57,7,13,23,14
0.113,0.058,0.762,30,10,8,10,2
0.068,0.006,0.835,22,3,6,11,2
0.061,0.025,0.704,76,5,25,37,9
0.117,0.047,0.725,45,4,18,12,11
0.004,0.0,0.222,31,1,3,25,2
0.07,0.07,0.797,16,3,5,8,0
0.166,0.054,0.736,46,8,14,15,9
0.132,0.035,0.722,18,2,6,8,2
0.093,0.04,0.758,221,23,76,94,28
0.056,0.081,0.812,40,6,12,12,10
0.043,0.021,0.544,79,11,15,44,9
0.066,0.059,0.767,130,20,39,53,18
0.066,0.047,0.762,32,8,8,8,8
0.101,0.069,0.605,31,2,10,12,7
0.045,0.083,0.682,100,15,30,47,8
0.119,0.062,0.667,66,9,26,20,11
0.09,0.028,0.882,18,2,7,7,2
0.05,0.109,0.741,40,3,12,16,9
0.12,0.036,0.677,24,3,10,5,6
0.093,0.016,0.665,31,2,13,10,6
0.01,0.0,0.238,101,13,6,80,2
0.08,0.048,0.777,42,4,17,14,7
0.104,0.042,0.854,24,7,3,9,5
0.061,0.029,0.682,35,5,9,19,2
0.072,0.053,0.76,87,11,29,23,24
0.099,0.032,0.659,123,17,40,45,21
0.141,0.042,0.663,39,7,13,15,4
0.053,0.039,0.744,61,10,20,21,10
0.102,0.06,0.745,54,7,15,24,8
0.045,0.057,0.898,22,4,6,9,3
0.055,0.077,0.838,34,5,11,18,0
0.115,0.02,0.825,25,1,11,12,1
0.001,0.0,0.035,302,12,13,273,4
0.045,0.042,0.807,66,6,23,29,8
0.135,0.061,0.702,49,11,14,19,5
0.114,0.038,0.674,46,6,21,13,6
0.116,0.083,0.69,27,8,8,8,3
0.073,0.011,0.764,46,6,19,13,8
0.053,0.044,0.755,54,7,18,18,11
0.132,0.026,0.745,52,6,20,16,10
0.092,0.019,0.779,73,10,19,27,17
0.1,0.025,0.675,25,5,7,12,1
0.071,0.026,0.76,49,6,16,21,6
0.066,0.037,0.816,74,8,26,29,11
0.131,0.069,0.75,20,0,9,6,5
0.069,0.051,0.765,105,12,35,42,16
0.115,0.042,0.792,39,6,12,18,3
0.071,0.006,0.589,21,8,4,7,2
0.069,0.053,0.828,216,30,79,85,22
0.081,0.041,0.828,40,2,17,13,8
0.112,0.033,0.668,75,11,21,22,21
0.078,0.05,0.734,123,16,37,53,17
0.048,0.042,0.713,71,13,18,30,10
0.061,0.049,0.779,108,12,34,49,13
0.076,0.043,0.75,115,14,41,47,13
0.106,0.102,0.64,33,4,13,10,6
0.067,0.082,0.697,26,4,8,10,4
0.089,0.015,0.727,59,9,26,16,8
0.138,0.01,0.801,39,5,12,15,7
0.087,0.038,0.653,36,4,14,15,3
0.125,0.038,0.716,33,7,6,16,4
0.072,0.039,0.678,19,1,11,6,1
0.095,0.03,0.555,25,6,7,11,1
0.081,0.061,0.724,120,19,41,46,14
0.068,0.06,0.69,44,7,14,17,6
0.105,0.035,0.62,25,4,11,7,3
0.062,0.043,0.779,138,13,51,54,20
0.129,0.029,0.643,35,4,12,15,4
0.147,0.05,0.728,40,8,13,15,4
0.096,0.062,0.742,30,6,8,14,2
0.046,0.043,0.731,78,10,28,32,8
0.101,0.05,0.754,63,10,17,27,9
0.082,0.08,0.715,81,10,26,35,10
0.016,0.033,0.635,38,4,11,17,6
0.146,0.054,0.7,30,4,12,11,3
0.078,0.045,0.768,83,12,26,32,13
0.098,0.036,0.774,271,34,89,114,34
0.089,0.047,0.656,24,4,5,8,7
0.092,0.016,0.786,56,9,17,26,4
0.021,0.007,0.639,36,2,8,23,3
0.116,0.037,0.724,57,2,24,22,9
0.111,0.028,0.667,36,6,13,10,7
0.122,0.02,0.718,50,10,19,19,2
0.083,0.073,0.788,53,5,19,20,9
0.128,0.023,0.745,48,8,16,20,4
0.062,0.035,0.769,351,37,99,175,40
0.091,0.02,0.746,70,6,24,33,7
0.079,0.048,0.74,151,16,54,59,22
0.048,0.046,0.844,49,9,19,14,7
0.049,0.022,0.857,28,5,8,11,4
0.066,0.041,0.797,179,26,41,80,32
0.056,0.052,0.444,29,2,5,16,6
0.103,0.076,0.69,23,4,7,8,4
0.106,0.019,0.837,26,5,6,10,5
0.104,0.021,0.686,53,10,18,16,9
0.097,0.032,0.786,59,7,15,26,11
0.135,0.058,0.577,26,5,10,8,3
0.102,0.052,0.66,118,23,33,38,24
0.104,0.05,0.746,30,5,9,12,4
0.021,0.036,0.6,35,4,7,24,0
0.136,0.04,0.597,22,2,8,9,3
0.029,0.015,0.897,34,5,12,13,4
0.114,0.04,0.745,69,11,16,36,6
0.089,0.072,0.692,238,44,60,100,34
0.048,0.065,0.649,21,4,4,13,0
0.052,0.056,0.662,65,5,23,34,3
0.058,0.046,0.834,178,16,76,66,20
0.101,0.024,0.747,47,7,11,24,5
0.083,0.043,0.757,69,5,24,29,11
0.026,0.033,0.888,19,2,4,11,2
0.104,0.039,0.773,131,14,44,48,25
0.117,0.01,0.672,50,6,15,26,3
0.073,0.039,0.781,112,15,39,39,19
0.073,0.038,0.75,36,8,11,11,6
0.054,0.011,0.891,23,3,7,9,4
0.05,0.015,0.695,25,3,7,7,8
0.155,0.035,0.69,25,5,7,11,2
0.021,0.007,0.8,35,2,7,21,5
0.082,0.041,0.802,67,11,19,27,10
0.083,0.03,0.705,33,4,10,15,4
0.076,0.035,0.667,18,1,6,9,2
0.056,0.0,0.889,18,2,7,8,1
0.044,0.064,0.799,43,5,12,18,8
0.085,0.068,0.711,660,96,202,243,119
0.064,0.029,0.711,153,23,34,85,11
0.115,0.047,0.755,24,4,7,9,4
0.052,0.056,0.789,29,6,6,12,5
0.005,0.022,0.973,23,2,11,7,3
0.071,0.077,0.681,111,19,25,57,10
0.071,0.025,0.842,65,19,13,26,7
0.099,0.06,0.794,85,12,26,30,17
0.058,0.033,0.575,30,4,7,17,2
0.034,0.05,0.743,52,6,24,15,7
0.072,0.087,0.726,26,6,6,8,6
0.086,0.021,0.69,54,13,11,23,7
0.082,0.048,0.762,184,24,68,74,18
0.06,0.006,0.839,21,5,7,7,2
0.11,0.022,0.691,34,6,8,13,7
0.068,0.021,0.796,35,4,10,20,1
0.104,0.054,0.685,83,13,21,34,15
0.068,0.081,0.716,37,8,4,25,0
0.106,0.034,0.726,52,8,14,21,9
0.144,0.072,0.745,26,5,6,12,3
0.085,0.023,0.619,22,1,10,10,1
0.078,0.049,0.801,56,8,20,21,7
0.081,0.02,0.802,31,2,9,12,8
0.072,0.059,0.715,317,43,116,112,46
0.1,0.034,0.666,55,4,20,25,6
0.124,0.053,0.694,101,25,25,33,18
0.105,0.031,0.783,61,6,23,27,5
0.055,0.015,0.772,57,7,20,26,4
0.013,0.006,0.35,65,9,14,39,3
0.073,0.068,0.693,24,4,5,9,6
0.042,0.057,0.683,207,37,51,101,18
0.091,0.061,0.764,167,27,53,66,21
0.07,0.04,0.69,25,4,6,13,2
0.069,0.048,0.801,49,6,17,18,8
0.106,0.045,0.679,53,11,16,19,7
0.08,0.051,0.766,39,8,12,17,2
0.07,0.016,0.818,84,10,25,37,12
0.077,0.026,0.779,34,4,9,17,4
0.088,0.043,0.747,99,16,24,42,17
0.091,0.031,0.787,44,9,10,19,6
0.058,0.034,0.808,89,10,29,40,10
0.061,0.06,0.727,309,53,93,123,40
0.108,0.098,0.74,37,7,11,13,6
0.093,0.064,0.671,35,7,10,11,7
0.057,0.026,0.794,57,7,18,24,8
0.019,0.031,0.9,20,2,5,11,2
0.047,0.028,0.604,243,27,55,147,14
0.034,0.005,0.69,48,3,14,25,6
0.083,0.047,0.692,56,9,19,22,6
0.071,0.045,0.812,42,4,12,18,8
0.083,0.052,0.726,108,11,39,42,16
0.045,0.051,0.812,22,0,6,13,3
0.051,0.038,0.758,59,10,16,23,10
0.101,0.04,0.765,85,9,31,29,16
0.081,0.015,0.623,57,5,24,21,7
0.054,0.037,0.595,204,30,61,96,17
0.138,0.086,0.724,19,6,6,5,2
0.071,0.058,0.724,177,25,56,81,15
0.049,0.12,0.701,23,3,4,14,2
0.062,0.018,0.86,34,3,8,16,7
0.114,0.028,0.782,79,13,21,37,8
0.052,0.076,0.706,48,6,14,17,11
0.102,0.048,0.702,305,45,99,111,50
0.031,0.028,0.765,102,3,41,43,15
0.09,0.043,0.742,32,2,11,12,7
0.09,0.042,0.71,158,21,59,58,20
0.054,0.096,0.583,30,9,8,12,1
0.171,0.046,0.625,19,2,6,8,3
0.107,0.022,0.607,34,6,8,17,3
0.068,0.031,0.609,24,5,7,11,1
0.091,0.014,0.74,26,5,5,13,3
0.065,0.048,0.806,123,17,40,46,20
0.125,0.054,0.771,60,9,20,20,11
0.071,0.031,0.719,28,4,6,15,3
0.078,0.049,0.752,74,12,22,35,5
0.072,0.029,0.799,191,18,75,62,36
0.044,0.087,0.769,20,4,5,7,4
0.106,0.051,0.715,39,11,10,16,2
0.094,0.041,0.746,118,14,36,43,25
0.031,0.073,0.729,24,4,12,4,4
0.097,0.044,0.698,31,4,6,15,6
0.066,0.033,0.828,122,12,48,50,12
0.066,0.05,0.793,276,43,88,99,46
0.137,0.06,0.613,21,4,6,8,3
0.033,0.038,0.442,271,24,55,172,20
0.068,0.035,0.827,57,7,17,24,9
0.083,0.049,0.773,421,48,154,157,62
0.096,0.033,0.704,30,4,11,12,3
0.002,0.013,0.5,70,11,12,45,2
0.072,0.03,0.777,33,2,14,12,5
0.13,0.042,0.661,24,3,7,13,1
0.173,0.06,0.72,21,3,9,7,2
0.098,0.047,0.781,94,14,28,38,14
0.063,0.097,0.679,81,14,28,26,13
0.081,0.038,0.763,93,12,34,32,15
0.087,0.024,0.736,26,5,6,13,2
0.086,0.031,0.82,16,1,7,6,2
0.143,0.036,0.726,21,3,5,10,3
0.072,0.12,0.688,50,6,17,19,8
0.081,0.051,0.691,17,1,7,5,4
0.048,0.023,0.806,49,5,13,20,11
0.105,0.046,0.743,19,3,5,10,1
0.069,0.042,0.833,195,28,52,92,23
0.047,0.026,0.821,274,38,81,122,33
0.085,0.024,0.73,62,9,18,24,11
0.083,0.054,0.707,90,15,26,38,11
0.146,0.021,0.722,54,10,17,19,8
0.068,0.037,0.828,75,8,30,30,7
0.092,0.055,0.752,158,15,60,63,20
0.042,0.044,0.788,63,7,24,20,12
0.119,0.093,0.66,39,8,14,13,4
0.073,0.034,0.718,74,5,23,30,16
0.055,0.04,0.419,109,18,13,69,9
0.013,0.053,0.776,19,3,6,8,2
0.069,0.05,0.831,20,2,5,9,4
0.098,0.045,0.731,80,11,28,36,5
0.1,0.025,0.788,104,10,40,38,16
0.085,0.064,0.762,90,11,27,39,13
0.097,0.023,0.756,81,8,29,33,11
0.103,0.076,0.647,23,6,5,10,2
0.078,0.042,0.783,72,7,28,24,13
0.094,0.039,0.802,77,11,26,28,12
0.072,0.01,0.764,26,2,10,11,3
0.09,0.05,0.827,60,10,18,24,8
0.12,0.026,0.771,24,4,4,13,3
0.084,0.052,0.736,55,7,23,20,5
0.023,0.023,0.955,22,0,9,9,4
0.079,0.033,0.678,19,2,2,11,4
